Plot,Observers,Date,Distance,Direction,Layers,Height,
CS_61,IR & GR,2019-07-27,8,North,0,,
CS_61,IR & GR,2019-07-27,10,North,0,,
CS_61,IR & GR,2019-07-27,0,South,0,,
CS_61,IR & GR,2019-07-27,2,South,1,0.07,
CS_61,IR & GR,2019-07-27,4,South,1,0.04,
CS_61,IR & GR,2019-07-27,6,South,0,,
CS_61,IR & GR,2019-07-27,8,South,0,,
CS_61,IR & GR,2019-07-27,10,South,0,,
CS_61,IR & GR,2019-07-27,0,West,0,,
CS_61,IR & GR,2019-07-27,2,West,0,,
CS_61,IR & GR,2019-07-27,4,West,0,,
CS_61,IR & GR,2019-07-27,6,West,1,0.1,
CS_61,IR & GR,2019-07-27,8,West,0,,
CS_61,IR & GR,2019-07-27,10,West,0,,
CS_61,IR & GR,2019-07-27,0,East,0,,
CS_61,IR & GR,2019-07-27,2,East,0,,
CS_61,IR & GR,2019-07-27,4,East,0,,
CS_61,IR & GR,2019-07-27,6,East,0,,
CS_61,IR & GR,2019-07-27,8,East,0,,
CS_61,IR & GR,2019-07-27,10,East,0,,
CS_62,IR & GR,2019-07-21,0,North,0,,
CS_62,IR & GR,2019-07-21,2,North,0,,
CS_62,IR & GR,2019-07-21,4,North,1,0.115,
CS_62,IR & GR,2019-07-21,6,North,0,,
CS_62,IR & GR,2019-07-21,8,North,0,,
CS_62,IR & GR,2019-07-21,10,North,1,0.16,
CS_62,IR & GR,2019-07-21,0,South,0,,
CS_62,IR & GR,2019-07-21,2,South,0,,
CS_62,IR & GR,2019-07-21,4,South,0,,
CS_62,IR & GR,2019-07-21,6,South,0,,
CS_62,IR & GR,2019-07-21,8,South,0,,
CS_62,IR & GR,2019-07-21,10,South,0,,
CS_62,IR & GR,2019-07-21,0,West,0,,
CS_62,IR & GR,2019-07-21,2,West,0,,
CS_62,IR & GR,2019-07-21,4,West,0,,
CS_62,IR & GR,2019-07-21,6,West,0,,
CS_62,IR & GR,2019-07-21,8,West,0,,
CS_62,IR & GR,2019-07-21,10,West,0,,
CS_62,IR & GR,2019-07-21,0,East,0,,
CS_62,IR & GR,2019-07-21,2,East,0,,
CS_62,IR & GR,2019-07-21,4,East,0,,
CS_62,IR & GR,2019-07-21,6,East,0,,
CS_62,IR & GR,2019-07-21,8,East,0,,
CS_62,IR & GR,2019-07-21,10,East,0,,
CS_63,IR & GR,2019-07-29,0,North,1,0.14,
CS_63,IR & GR,2019-07-29,2,North,0,,
CS_63,IR & GR,2019-07-29,4,North,0,,
CS_63,IR & GR,2019-07-29,6,North,0,,
CS_63,IR & GR,2019-07-29,8,North,0,,
CS_63,IR & GR,2019-07-29,10,North,0,,
CS_63,IR & GR,2019-07-29,0,South,0,,
CS_63,IR & GR,2019-07-29,2,South,0,,
CS_63,IR & GR,2019-07-29,4,South,0,,
CS_63,IR & GR,2019-07-29,6,South,0,,
CS_63,IR & GR,2019-07-29,8,South,0,,
CS_63,IR & GR,2019-07-29,10,South,0,,
CS_63,IR & GR,2019-07-29,0,West,0,,
CS_63,IR & GR,2019-07-29,2,West,0,,
CS_63,IR & GR,2019-07-29,4,West,0,,
CS_63,IR & GR,2019-07-29,6,West,0,,
CS_63,IR & GR,2019-07-29,8,West,0,,
CS_63,IR & GR,2019-07-29,10,West,0,,
CS_63,IR & GR,2019-07-29,0,East,0,,
CS_63,IR & GR,2019-07-29,2,East,0,,
CS_63,IR & GR,2019-07-29,4,East,0,,
CS_63,IR & GR,2019-07-29,6,East,0,,
CS_63,IR & GR,2019-07-29,8,East,0,,
CS_63,IR & GR,2019-07-29,10,East,0,,
CS_64,YW & AM,2019-07-13,0,North,0,,
CS_64,YW & AM,2019-07-13,2,North,2,10.07,
CS_64,YW & AM,2019-07-13,4,North,0,,
CS_64,YW & AM,2019-07-13,6,North,2,14.3,
CS_64,YW & AM,2019-07-13,8,North,0,,
CS_64,YW & AM,2019-07-13,10,North,0,,
CS_64,YW & AM,2019-07-13,0,South,0,,
CS_64,YW & AM,2019-07-13,2,South,0,,
CS_64,YW & AM,2019-07-13,4,South,2,13.4,
CS_64,YW & AM,2019-07-13,6,South,2,12.2,
CS_64,YW & AM,2019-07-13,8,South,0,,
CS_64,YW & AM,2019-07-13,10,South,0,,
CS_64,YW & AM,2019-07-13,0,West,0,,
CS_64,YW & AM,2019-07-13,2,West,1,2.73,
CS_64,YW & AM,2019-07-13,4,West,0,,
CS_64,YW & AM,2019-07-13,6,West,0,,
CS_64,YW & AM,2019-07-13,8,West,0,,
CS_64,YW & AM,2019-07-13,10,West,0,,
CS_64,YW & AM,2019-07-13,0,East,0,,
CS_64,YW & AM,2019-07-13,2,East,2,14.3,
CS_64,YW & AM,2019-07-13,4,East,2,13.62,
CS_64,YW & AM,2019-07-13,6,East,2,12.82,
CS_64,YW & AM,2019-07-13,8,East,0,,
CS_64,YW & AM,2019-07-13,10,East,0,,
CS_65,IR & GR,2019-07-24,0-10,NESW,0,,no logs
CS_66,IR & GR,2019-07-27,0,North,0,,
CS_66,IR & GR,2019-07-27,2,North,0,,
CS_66,IR & GR,2019-07-27,4,North,0,,
CS_66,IR & GR,2019-07-27,6,North,0,,
CS_66,IR & GR,2019-07-27,8,North,0,,
CS_66,IR & GR,2019-07-27,10,North,0,,
CS_66,IR & GR,2019-07-27,0,South,0,,
CS_66,IR & GR,2019-07-27,2,South,0,,
CS_66,IR & GR,2019-07-27,4,South,0,,
CS_66,IR & GR,2019-07-27,6,South,0,,
CS_66,IR & GR,2019-07-27,8,South,0,,
CS_66,IR & GR,2019-07-27,10,South,0,,
CS_66,IR & GR,2019-07-27,0,West,0,,
CS_66,IR & GR,2019-07-27,2,West,0,,
CS_66,IR & GR,2019-07-27,4,West,0,,
CS_66,IR & GR,2019-07-27,6,West,0,,
CS_66,IR & GR,2019-07-27,8,West,0,,
CS_66,IR & GR,2019-07-27,10,West,0,,
CS_66,IR & GR,2019-07-27,0,East,0,,
CS_66,IR & GR,2019-07-27,2,East,0,,
CS_66,IR & GR,2019-07-27,4,East,0,,
CS_66,IR & GR,2019-07-27,6,East,0,,
CS_66,IR & GR,2019-07-27,8,East,1,2.59,
CS_66,IR & GR,2019-07-27,10,East,0,,
CS_67,IR & GR,2019-07-17,0,North,0,,
CS_67,IR & GR,2019-07-17,2,North,0,,
CS_67,IR & GR,2019-07-17,4,North,0,,
CS_67,IR & GR,2019-07-17,6,North,0,,
CS_67,IR & GR,2019-07-17,8,North,0,,
CS_67,IR & GR,2019-07-17,10,North,0,,
CS_67,IR & GR,2019-07-17,0,South,0,,
CS_67,IR & GR,2019-07-17,2,South,0,,
CS_67,IR & GR,2019-07-17,4,South,0,,
CS_67,IR & GR,2019-07-17,6,South,0,,
CS_67,IR & GR,2019-07-17,8,South,0,,
CS_67,IR & GR,2019-07-17,10,South,0,,
CS_67,IR & GR,2019-07-17,0,West,0,,
CS_67,IR & GR,2019-07-17,2,West,0,,
CS_67,IR & GR,2019-07-17,4,West,0,,
CS_67,IR & GR,2019-07-17,6,West,0,,
CS_67,IR & GR,2019-07-17,8,West,0,,
CS_67,IR & GR,2019-07-17,10,West,0,,
CS_67,IR & GR,2019-07-17,0,East,0,,
CS_67,IR & GR,2019-07-17,2,East,0,,
CS_67,IR & GR,2019-07-17,4,East,0,,
CS_67,IR & GR,2019-07-17,6,East,0,,
CS_67,IR & GR,2019-07-17,8,East,1,0.15,
CS_67,IR & GR,2019-07-17,10,East,2,0.37,
CS_68,IR & GR,2019-07-25,0,North,0,,
CS_68,IR & GR,2019-07-25,2,North,0,,
CS_68,IR & GR,2019-07-25,4,North,0,,
CS_68,IR & GR,2019-07-25,6,North,0,,
CS_68,IR & GR,2019-07-25,8,North,1,0.3,
CS_68,IR & GR,2019-07-25,10,North,0,,
CS_68,IR & GR,2019-07-25,0,South,0,,
CS_68,IR & GR,2019-07-25,2,South,0,,
CS_68,IR & GR,2019-07-25,4,South,1,0.5,
CS_68,IR & GR,2019-07-25,6,South,0,,
CS_68,IR & GR,2019-07-25,8,South,0,,
CS_68,IR & GR,2019-07-17,10,South,0,,
CS_68,IR & GR,2019-07-25,0,West,0,,
CS_68,IR & GR,2019-07-25,2,West,0,,
CS_68,IR & GR,2019-07-25,4,West,1,0.05,
CS_68,IR & GR,2019-07-25,6,West,1,0.05,
CS_68,IR & GR,2019-07-25,8,West,0,,
CS_68,IR & GR,2019-07-25,10,West,0,,
CS_68,IR & GR,2019-07-25,0,East,0,,
CS_68,IR & GR,2019-07-25,2,East,0,,
CS_68,IR & GR,2019-07-25,4,East,0,,
CS_68,IR & GR,2019-07-25,6,East,1,0.1,
CS_68,IR & GR,2019-07-25,8,East,0,,
CS_68,IR & GR,2019-07-25,10,East,0,,
CS_69,IR & GR,2019-07-15,0,North,0,,
CS_69,IR & GR,2019-07-15,2,North,0,,
CS_69,IR & GR,2019-07-15,4,North,1,0.205,
CS_69,IR & GR,2019-07-15,6,North,0,,
CS_69,IR & GR,2019-07-15,8,North,0,,
CS_69,IR & GR,2019-07-15,10,North,2,0.25,
CS_69,IR & GR,2019-07-15,0,South,0,,
CS_69,IR & GR,2019-07-15,2,South,0,,
CS_69,IR & GR,2019-07-15,4,South,0,,
CS_69,IR & GR,2019-07-15,6,South,0,,
CS_69,IR & GR,2019-07-15,8,South,0,,
CS_69,IR & GR,2019-07-15,10,South,0,,
CS_69,IR & GR,2019-07-15,0,West,0,,
CS_69,IR & GR,2019-07-15,2,West,0,,
CS_69,IR & GR,2019-07-15,4,West,0,,
CS_69,IR & GR,2019-07-15,6,West,0,,
CS_69,IR & GR,2019-07-15,8,West,0,,
CS_69,IR & GR,2019-07-15,10,West,0,,
CS_69,IR & GR,2019-07-15,0,East,0,,
CS_69,IR & GR,2019-07-15,2,East,0,,
CS_69,IR & GR,2019-07-15,4,East,0,,
CS_69,IR & GR,2019-07-15,6,East,0,,
CS_69,IR & GR,2019-07-15,8,East,0,,
CS_69,IR & GR,2019-07-15,10,East,0,,
CS_70,IR & GR,2019-07-18,0,North,0,,
CS_70,IR & GR,2019-07-18,2,North,0,,
CS_70,IR & GR,2019-07-18,4,North,0,,
CS_70,IR & GR,2019-07-18,6,North,0,,
CS_70,IR & GR,2019-07-18,8,North,0,,
CS_70,IR & GR,2019-07-18,10,North,0,,
CS_70,IR & GR,2019-07-18,0,South,0,,
CS_70,IR & GR,2019-07-18,2,South,0,,
CS_70,IR & GR,2019-07-18,4,South,0,,
CS_70,IR & GR,2019-07-18,6,South,0,,
CS_70,IR & GR,2019-07-18,8,South,0,,
CS_70,IR & GR,2019-07-18,10,South,0,,
CS_70,IR & GR,2019-07-18,0,West,0,,
CS_70,IR & GR,2019-07-18,2,West,0,,
CS_70,IR & GR,2019-07-18,4,West,0,,
CS_70,IR & GR,2019-07-18,6,West,0,,
CS_70,IR & GR,2019-07-18,8,West,0,,
CS_70,IR & GR,2019-07-18,10,West,0,,
CS_70,IR & GR,2019-07-18,0,East,0,,
CS_70,IR & GR,2019-07-18,2,East,1,0.53,
CS_70,IR & GR,2019-07-18,4,East,0,,
CS_70,IR & GR,2019-07-18,6,East,0,,
CS_70,IR & GR,2019-07-18,8,East,0,,
CS_70,IR & GR,2019-07-18,10,East,0,,
CS_71,IR & GR,2019-07-18,0-10,NESW,0,,no logs
CS_72,YW & AM,2019-07-14,0,North,2,10.1,"length of trees measured, not depth/height"
CS_72,YW & AM,2019-07-14,2,North,0,,
CS_72,YW & AM,2019-07-14,4,North,3,7.92,
CS_72,YW & AM,2019-07-14,6,North,2,6.1,
CS_72,YW & AM,2019-07-14,8,North,4,10.02,
CS_72,YW & AM,2019-07-14,10,North,4,13.6,
CS_72,YW & AM,2019-07-14,0,South,0,,
CS_72,YW & AM,2019-07-14,2,South,2,12.77,
CS_72,YW & AM,2019-07-14,4,South,2,11.22,
CS_72,YW & AM,2019-07-14,6,South,2,9.5,
CS_72,YW & AM,2019-07-14,8,South,0,,
CS_72,YW & AM,2019-07-14,10,South,2,11.29,
CS_72,YW & AM,2019-07-14,0,West,0,,
CS_72,YW & AM,2019-07-14,2,West,3,14.6,
CS_72,YW & AM,2019-07-14,4,West,3,7.25,
CS_72,YW & AM,2019-07-14,6,West,3,6.22,
CS_72,YW & AM,2019-07-14,8,West,3,4.83,
CS_72,YW & AM,2019-07-14,10,West,0,,
CS_72,YW & AM,2019-07-14,0,East,0,,
CS_72,YW & AM,2019-07-14,2,East,0,,
CS_72,YW & AM,2019-07-14,4,East,1,2.73,
CS_72,YW & AM,2019-07-14,6,East,2,5.5,
CS_72,YW & AM,2019-07-14,8,East,2,12.12,
CS_72,YW & AM,2019-07-14,10,East,0,,
,,,,,,,
