Plot,Observer,Date,Direction,Height,Distance,Score
CS_18,IR & GR,2019-07-19,164,1,10,5
CS_18,IR & GR,2019-07-19,164,1.5,10,5
CS_18,IR & GR,2019-07-19,164,2,10,5
CS_18,IR & GR,2019-07-19,164,2.5,10,5
CS_18,IR & GR,2019-07-19,164,0.5,15,5
CS_18,IR & GR,2019-07-19,164,1,15,5
CS_18,IR & GR,2019-07-19,164,1.5,15,5
CS_18,IR & GR,2019-07-19,164,2,15,5
CS_18,IR & GR,2019-07-19,164,2.5,15,5
CS_18,IR & GR,2019-07-19,164,0.5,20,5
CS_18,IR & GR,2019-07-19,164,1,20,5
CS_18,IR & GR,2019-07-19,164,1.5,20,5
CS_18,IR & GR,2019-07-19,164,2,20,5
CS_18,IR & GR,2019-07-19,164,2.5,20,5
CS_18,IR & GR,2019-07-19,164,0.5,25,5
CS_18,IR & GR,2019-07-19,164,1,25,5
CS_18,IR & GR,2019-07-19,164,1.5,25,5
CS_18,IR & GR,2019-07-19,164,2,25,5
CS_18,IR & GR,2019-07-19,164,2.5,25,5
CS_18,IR & GR,2019-07-19,164,0.5,30,5
CS_18,IR & GR,2019-07-19,164,1,30,5
CS_18,IR & GR,2019-07-19,164,1.5,30,5
CS_18,IR & GR,2019-07-19,164,2,30,5
CS_18,IR & GR,2019-07-19,164,2.5,30,5
CS_19,IR & GR,2019-07-17,231,0.5,5,3
CS_19,IR & GR,2019-07-17,231,1,5,4
CS_19,IR & GR,2019-07-17,231,1.5,5,2
CS_19,IR & GR,2019-07-17,231,2,5,2
CS_19,IR & GR,2019-07-17,231,2.5,5,3
CS_19,IR & GR,2019-07-17,231,0.5,10,5
CS_19,IR & GR,2019-07-17,231,1,10,4
CS_19,IR & GR,2019-07-17,231,1.5,10,5
CS_19,IR & GR,2019-07-17,231,2,10,5
CS_19,IR & GR,2019-07-17,231,2.5,10,4
CS_19,IR & GR,2019-07-17,231,0.5,15,5
CS_19,IR & GR,2019-07-17,231,1,15,5
CS_19,IR & GR,2019-07-17,231,1.5,15,5
CS_19,IR & GR,2019-07-17,231,2,15,5
CS_19,IR & GR,2019-07-17,231,2.5,15,4
CS_19,IR & GR,2019-07-17,231,0.5,20,5
CS_19,IR & GR,2019-07-17,231,1,20,5
CS_19,IR & GR,2019-07-17,231,1.5,20,5
CS_19,IR & GR,2019-07-17,231,2,20,5
CS_19,IR & GR,2019-07-17,231,2.5,20,5
CS_19,IR & GR,2019-07-17,231,0.5,25,5
CS_19,IR & GR,2019-07-17,231,1,25,5
CS_19,IR & GR,2019-07-17,231,1.5,25,5
CS_19,IR & GR,2019-07-17,231,2,25,5
CS_19,IR & GR,2019-07-17,231,2.5,25,5
CS_19,IR & GR,2019-07-17,231,0.5,30,5
CS_19,IR & GR,2019-07-17,231,1,30,5
CS_19,IR & GR,2019-07-17,231,1.5,30,5
CS_19,IR & GR,2019-07-17,231,2,30,5
CS_19,IR & GR,2019-07-17,231,2.5,30,5
CS_20,IR & GR,2019-07-24,183,0.5,5,2
CS_20,IR & GR,2019-07-24,183,1,5,4
CS_20,IR & GR,2019-07-24,183,1.5,5,2
CS_20,IR & GR,2019-07-24,183,2,5,4
CS_20,IR & GR,2019-07-24,183,2.5,5,1
CS_20,IR & GR,2019-07-24,183,0.5,10,5
CS_20,IR & GR,2019-07-24,183,1,10,5
CS_20,IR & GR,2019-07-24,183,1.5,10,4
CS_20,IR & GR,2019-07-24,183,2,10,5
CS_20,IR & GR,2019-07-24,183,2.5,10,4
CS_20,IR & GR,2019-07-24,183,0.5,15,5
CS_20,IR & GR,2019-07-24,183,1,15,5
CS_20,IR & GR,2019-07-24,183,1.5,15,5
CS_20,IR & GR,2019-07-24,183,2,15,5
CS_20,IR & GR,2019-07-24,183,2.5,15,5
CS_20,IR & GR,2019-07-24,183,0.5,20,5
CS_20,IR & GR,2019-07-24,183,1,20,5
CS_20,IR & GR,2019-07-24,183,1.5,20,5
CS_20,IR & GR,2019-07-24,183,2,20,5
CS_20,IR & GR,2019-07-24,183,2.5,20,5
CS_20,IR & GR,2019-07-24,183,0.5,25,5
CS_20,IR & GR,2019-07-24,183,1,25,5
CS_20,IR & GR,2019-07-24,183,1.5,25,5
CS_20,IR & GR,2019-07-24,183,2,25,5
CS_20,IR & GR,2019-07-24,183,2.5,25,5
CS_20,IR & GR,2019-07-24,183,0.5,30,5
CS_20,IR & GR,2019-07-24,183,1,30,5
CS_20,IR & GR,2019-07-24,183,1.5,30,5
CS_20,IR & GR,2019-07-24,183,2,30,5
CS_20,IR & GR,2019-07-24,183,2.5,30,5
CS_21,IR & GR,2019-07-22,322,0.5,5,2
CS_21,IR & GR,2019-07-22,322,1,5,2
CS_21,IR & GR,2019-07-22,322,1.5,5,3
CS_21,IR & GR,2019-07-22,322,2,5,4
CS_21,IR & GR,2019-07-22,322,2.5,5,4
CS_21,IR & GR,2019-07-22,322,0.5,10,5
CS_21,IR & GR,2019-07-22,322,1,10,5
CS_21,IR & GR,2019-07-22,322,1.5,10,5
CS_21,IR & GR,2019-07-22,322,2,10,5
CS_21,IR & GR,2019-07-22,322,2.5,10,5
CS_21,IR & GR,2019-07-22,322,0.5,15,5
CS_21,IR & GR,2019-07-22,322,1,15,5
CS_21,IR & GR,2019-07-22,322,1.5,15,5
CS_21,IR & GR,2019-07-22,322,2,15,5
CS_21,IR & GR,2019-07-22,322,2.5,15,5
CS_21,IR & GR,2019-07-22,322,0.5,20,5
CS_21,IR & GR,2019-07-22,322,1,20,5
CS_21,IR & GR,2019-07-22,322,1.5,20,5
CS_21,IR & GR,2019-07-22,322,2,20,5
CS_21,IR & GR,2019-07-22,322,2.5,20,5
CS_21,IR & GR,2019-07-22,322,0.5,25,5
CS_21,IR & GR,2019-07-22,322,1,25,5
CS_21,IR & GR,2019-07-22,322,1.5,25,5
CS_21,IR & GR,2019-07-22,322,2,25,5
CS_21,IR & GR,2019-07-22,322,2.5,25,5
CS_21,IR & GR,2019-07-22,322,0.5,30,5
CS_21,IR & GR,2019-07-22,322,1,30,5
CS_21,IR & GR,2019-07-22,322,1.5,30,5
CS_21,IR & GR,2019-07-22,322,2,30,5
CS_21,IR & GR,2019-07-22,322,2.5,30,5
CS_22,IR & GR,2019-07-15,?,0.5,5,5
CS_22,IR & GR,2019-07-15,?,1,5,5
CS_22,IR & GR,2019-07-15,?,1.5,5,4
CS_22,IR & GR,2019-07-15,?,2,5,4
CS_22,IR & GR,2019-07-15,?,2.5,5,3
CS_22,IR & GR,2019-07-15,?,0.5,10,5
CS_22,IR & GR,2019-07-15,?,1,10,5
CS_22,IR & GR,2019-07-15,?,1.5,10,4
CS_22,IR & GR,2019-07-15,?,2,10,5
CS_22,IR & GR,2019-07-15,?,2.5,10,4
CS_22,IR & GR,2019-07-15,?,0.5,15,5
CS_22,IR & GR,2019-07-15,?,1,15,5
CS_22,IR & GR,2019-07-15,?,1.5,15,5
CS_22,IR & GR,2019-07-15,?,2,15,5
CS_22,IR & GR,2019-07-15,?,2.5,15,5
CS_22,IR & GR,2019-07-15,?,0.5,20,5
CS_22,IR & GR,2019-07-15,?,1,20,5
CS_22,IR & GR,2019-07-15,?,1.5,20,5
CS_22,IR & GR,2019-07-15,?,2,20,5
CS_22,IR & GR,2019-07-15,?,2.5,20,5
CS_22,IR & GR,2019-07-15,?,0.5,25,5
CS_22,IR & GR,2019-07-15,?,1,25,5
CS_22,IR & GR,2019-07-15,?,1.5,25,5
CS_22,IR & GR,2019-07-15,?,2,25,5
CS_22,IR & GR,2019-07-15,?,2.5,25,5
CS_22,IR & GR,2019-07-15,?,0.5,30,5
CS_22,IR & GR,2019-07-15,?,1,30,5
CS_22,IR & GR,2019-07-15,?,1.5,30,5
CS_22,IR & GR,2019-07-15,?,2,30,5
CS_22,IR & GR,2019-07-15,?,2.5,30,5
CS_23,IR & GR,2019-07-26,16,0.5,5,1
CS_23,IR & GR,2019-07-26,16,1,5,1
CS_23,IR & GR,2019-07-26,16,1.5,5,1
CS_23,IR & GR,2019-07-26,16,2,5,1
CS_23,IR & GR,2019-07-26,16,2.5,5,1
CS_23,IR & GR,2019-07-26,16,0.5,10,4
CS_23,IR & GR,2019-07-26,16,1,10,4
CS_23,IR & GR,2019-07-26,16,1.5,10,4
CS_23,IR & GR,2019-07-26,16,2,10,4
CS_23,IR & GR,2019-07-26,16,2.5,10,5
CS_23,IR & GR,2019-07-26,16,0.5,15,4
CS_23,IR & GR,2019-07-26,16,1,15,4
CS_23,IR & GR,2019-07-26,16,1.5,15,4
CS_23,IR & GR,2019-07-26,16,2,15,5
CS_23,IR & GR,2019-07-26,16,2.5,15,5
CS_23,IR & GR,2019-07-26,16,0.5,20,5
CS_23,IR & GR,2019-07-26,16,1,20,5
CS_23,IR & GR,2019-07-26,16,1.5,20,5
CS_23,IR & GR,2019-07-26,16,2,20,5
CS_23,IR & GR,2019-07-26,16,2.5,20,5
CS_23,IR & GR,2019-07-26,16,0.5,25,5
CS_23,IR & GR,2019-07-26,16,1,25,5
CS_23,IR & GR,2019-07-26,16,1.5,25,5
CS_23,IR & GR,2019-07-26,16,2,25,5
CS_23,IR & GR,2019-07-26,16,2.5,25,5
CS_23,IR & GR,2019-07-26,16,0.5,30,5
CS_23,IR & GR,2019-07-26,16,1,30,5
CS_23,IR & GR,2019-07-26,16,1.5,30,5
CS_23,IR & GR,2019-07-26,16,2,30,5
CS_23,IR & GR,2019-07-26,16,2.5,30,5
CS_24,IR & GR,2019-07-22,68,0.5,5,1
CS_24,IR & GR,2019-07-22,68,1,5,1
CS_24,IR & GR,2019-07-22,68,1.5,5,1
CS_24,IR & GR,2019-07-22,68,2,5,2
CS_24,IR & GR,2019-07-22,68,2.5,5,2
CS_24,IR & GR,2019-07-22,68,0.5,10,3
CS_24,IR & GR,2019-07-22,68,1,10,4
CS_24,IR & GR,2019-07-22,68,1.5,10,3
CS_24,IR & GR,2019-07-22,68,2,10,5
CS_24,IR & GR,2019-07-22,68,2.5,10,5
CS_24,IR & GR,2019-07-22,68,0.5,15,5
CS_24,IR & GR,2019-07-22,68,1,15,5
CS_24,IR & GR,2019-07-22,68,1.5,15,4
CS_24,IR & GR,2019-07-22,68,2,15,5
CS_24,IR & GR,2019-07-22,68,2.5,15,4
CS_24,IR & GR,2019-07-22,68,0.5,20,5
CS_24,IR & GR,2019-07-22,68,1,20,5
CS_24,IR & GR,2019-07-22,68,1.5,20,4
CS_24,IR & GR,2019-07-22,68,2,20,5
CS_24,IR & GR,2019-07-22,68,2.5,20,4
CS_24,IR & GR,2019-07-22,68,0.5,25,5
CS_24,IR & GR,2019-07-22,68,1,25,5
CS_24,IR & GR,2019-07-22,68,1.5,25,5
CS_24,IR & GR,2019-07-22,68,2,25,5
CS_24,IR & GR,2019-07-22,68,2.5,25,5
CS_24,IR & GR,2019-07-22,68,0.5,30,5
CS_24,IR & GR,2019-07-22,68,1,30,5
CS_24,IR & GR,2019-07-22,68,1.5,30,5
CS_24,IR & GR,2019-07-22,68,2,30,5
CS_24,IR & GR,2019-07-22,68,2.5,30,5
CS_25,IR & GR,2019-07-16,322,0.5,5,3
CS_25,IR & GR,2019-07-16,322,1,5,4
CS_25,IR & GR,2019-07-16,322,1.5,5,3
CS_25,IR & GR,2019-07-16,322,2,5,1
CS_25,IR & GR,2019-07-16,322,2.5,5,2
CS_25,IR & GR,2019-07-16,322,0.5,10,5
CS_25,IR & GR,2019-07-16,322,1,10,5
CS_25,IR & GR,2019-07-16,322,1.5,10,5
CS_25,IR & GR,2019-07-16,322,2,10,5
CS_25,IR & GR,2019-07-16,322,2.5,10,5
CS_25,IR & GR,2019-07-16,322,0.5,15,5
CS_25,IR & GR,2019-07-16,322,1,15,5
CS_25,IR & GR,2019-07-16,322,1.5,15,5
CS_25,IR & GR,2019-07-16,322,2,15,5
CS_25,IR & GR,2019-07-16,322,2.5,15,5
CS_25,IR & GR,2019-07-16,322,0.5,20,5
CS_25,IR & GR,2019-07-16,322,1,20,5
CS_25,IR & GR,2019-07-16,322,1.5,20,5
CS_25,IR & GR,2019-07-16,322,2,20,5
CS_25,IR & GR,2019-07-16,322,2.5,20,5
CS_25,IR & GR,2019-07-16,322,0.5,25,5
CS_25,IR & GR,2019-07-16,322,1,25,5
CS_25,IR & GR,2019-07-16,322,1.5,25,5
CS_25,IR & GR,2019-07-16,322,2,25,5
CS_25,IR & GR,2019-07-16,322,2.5,25,5
CS_25,IR & GR,2019-07-16,322,0.5,30,5
CS_25,IR & GR,2019-07-16,322,1,30,5
CS_25,IR & GR,2019-07-16,322,1.5,30,5
CS_25,IR & GR,2019-07-16,322,2,30,5
CS_25,IR & GR,2019-07-16,322,2.5,30,5
CS_26,IR & GR,2019-07-25,299,0.5,5,2
CS_26,IR & GR,2019-07-25,299,1,5,2
CS_26,IR & GR,2019-07-25,299,1.5,5,2
CS_26,IR & GR,2019-07-25,299,2,5,4
CS_26,IR & GR,2019-07-25,299,2.5,5,3
CS_26,IR & GR,2019-07-25,299,0.5,10,4
CS_26,IR & GR,2019-07-25,299,1,10,4
CS_26,IR & GR,2019-07-25,299,1.5,10,3
CS_26,IR & GR,2019-07-25,299,2,10,5
CS_26,IR & GR,2019-07-25,299,2.5,10,5
CS_26,IR & GR,2019-07-25,299,0.5,15,5
CS_26,IR & GR,2019-07-25,299,1,15,5
CS_26,IR & GR,2019-07-25,299,1.5,15,5
CS_26,IR & GR,2019-07-25,299,2,15,5
CS_26,IR & GR,2019-07-25,299,2.5,15,5
CS_26,IR & GR,2019-07-25,299,0.5,20,5
CS_26,IR & GR,2019-07-25,299,1,20,5
CS_26,IR & GR,2019-07-25,299,1.5,20,5
CS_26,IR & GR,2019-07-25,299,2,20,5
CS_26,IR & GR,2019-07-25,299,2.5,20,5
CS_26,IR & GR,2019-07-25,299,0.5,25,5
CS_26,IR & GR,2019-07-25,299,1,25,5
CS_26,IR & GR,2019-07-25,299,1.5,25,5
CS_26,IR & GR,2019-07-25,299,2,25,5
CS_26,IR & GR,2019-07-25,299,2.5,25,5
CS_26,IR & GR,2019-07-25,299,0.5,30,5
CS_26,IR & GR,2019-07-25,299,1,30,5
CS_26,IR & GR,2019-07-25,299,1.5,30,5
CS_26,IR & GR,2019-07-25,299,2,30,5
CS_26,IR & GR,2019-07-25,299,2.5,30,5
CS_27,IR & GR,2019-07-21,229,0.5,5,3
CS_27,IR & GR,2019-07-21,229,1,5,3
CS_27,IR & GR,2019-07-21,229,1.5,5,3
CS_27,IR & GR,2019-07-21,229,2,5,5
CS_27,IR & GR,2019-07-21,229,2.5,5,5
CS_27,IR & GR,2019-07-21,229,0.5,10,5
CS_27,IR & GR,2019-07-21,229,1,10,5
CS_27,IR & GR,2019-07-21,229,1.5,10,4
CS_27,IR & GR,2019-07-21,229,2,10,5
CS_27,IR & GR,2019-07-21,229,2.5,10,5
CS_27,IR & GR,2019-07-21,229,0.5,15,5
CS_27,IR & GR,2019-07-21,229,1,15,5
CS_27,IR & GR,2019-07-21,229,1.5,15,5
CS_27,IR & GR,2019-07-21,229,2,15,5
CS_27,IR & GR,2019-07-21,229,2.5,15,5
CS_27,IR & GR,2019-07-21,229,0.5,20,5
CS_27,IR & GR,2019-07-21,229,1,20,5
CS_27,IR & GR,2019-07-21,229,1.5,20,5
CS_27,IR & GR,2019-07-21,229,2,20,5
CS_27,IR & GR,2019-07-21,229,2.5,20,5
CS_27,IR & GR,2019-07-21,229,0.5,25,5
CS_27,IR & GR,2019-07-21,229,1,25,5
CS_27,IR & GR,2019-07-21,229,1.5,25,5
CS_27,IR & GR,2019-07-21,229,2,25,5
CS_27,IR & GR,2019-07-21,229,2.5,25,5
CS_27,IR & GR,2019-07-21,229,0.5,30,5
CS_27,IR & GR,2019-07-21,229,1,30,5
CS_27,IR & GR,2019-07-21,229,1.5,30,5
CS_27,IR & GR,2019-07-21,229,2,30,5
CS_27,IR & GR,2019-07-21,229,2.5,30,5
CS_28,IR & GR,2019-07-28,142,0.5,5,3
CS_28,IR & GR,2019-07-28,142,1,5,5
CS_28,IR & GR,2019-07-28,142,1.5,5,4
CS_28,IR & GR,2019-07-28,142,2,5,3
CS_28,IR & GR,2019-07-28,142,2.5,5,1
CS_28,IR & GR,2019-07-28,142,0.5,10,5
CS_28,IR & GR,2019-07-28,142,1,10,5
CS_28,IR & GR,2019-07-28,142,1.5,10,4
CS_28,IR & GR,2019-07-28,142,2,10,5
CS_28,IR & GR,2019-07-28,142,2.5,10,3
CS_28,IR & GR,2019-07-28,142,0.5,15,5
CS_28,IR & GR,2019-07-28,142,1,15,5
CS_28,IR & GR,2019-07-28,142,1.5,15,5
CS_28,IR & GR,2019-07-28,142,2,15,5
CS_28,IR & GR,2019-07-28,142,2.5,15,4
CS_28,IR & GR,2019-07-28,142,0.5,20,5
CS_28,IR & GR,2019-07-28,142,1,20,5
CS_28,IR & GR,2019-07-28,142,1.5,20,5
CS_28,IR & GR,2019-07-28,142,2,20,5
CS_28,IR & GR,2019-07-28,142,2.5,20,5
CS_28,IR & GR,2019-07-28,142,0.5,25,5
CS_28,IR & GR,2019-07-28,142,1,25,5
CS_28,IR & GR,2019-07-28,142,1.5,25,5
CS_28,IR & GR,2019-07-28,142,2,25,5
CS_28,IR & GR,2019-07-28,142,2.5,25,5
CS_28,IR & GR,2019-07-28,142,0.5,30,5
CS_28,IR & GR,2019-07-28,142,1,30,5
CS_28,IR & GR,2019-07-28,142,1.5,30,5
CS_28,IR & GR,2019-07-28,142,2,30,5
CS_28,IR & GR,2019-07-28,142,2.5,30,5
CS_29,YW & AM,2019-07-13,290,0.5,5,1
CS_29,YW & AM,2019-07-13,290,1,5,1
CS_29,YW & AM,2019-07-13,290,1.5,5,1
CS_29,YW & AM,2019-07-13,290,2,5,1
CS_29,YW & AM,2019-07-13,290,2.5,5,1
CS_29,YW & AM,2019-07-13,290,0.5,10,1
CS_29,YW & AM,2019-07-13,290,1,10,1
CS_29,YW & AM,2019-07-13,290,1.5,10,1
CS_29,YW & AM,2019-07-13,290,2,10,1
CS_29,YW & AM,2019-07-13,290,2.5,10,1
CS_29,YW & AM,2019-07-13,290,0.5,15,1
CS_29,YW & AM,2019-07-13,290,1,15,1
CS_29,YW & AM,2019-07-13,290,1.5,15,1
CS_29,YW & AM,2019-07-13,290,2,15,2
CS_29,YW & AM,2019-07-13,290,2.5,15,2
CS_29,YW & AM,2019-07-13,290,0.5,20,3
CS_29,YW & AM,2019-07-13,290,1,20,1
CS_29,YW & AM,2019-07-13,290,1.5,20,1
CS_29,YW & AM,2019-07-13,290,2,20,4
CS_29,YW & AM,2019-07-13,290,2.5,20,2
CS_29,YW & AM,2019-07-13,290,0.5,25,5
CS_29,YW & AM,2019-07-13,290,1,25,5
CS_29,YW & AM,2019-07-13,290,1.5,25,5
CS_29,YW & AM,2019-07-13,290,2,25,5
CS_29,YW & AM,2019-07-13,290,2.5,25,5
CS_29,YW & AM,2019-07-13,290,0.5,30,5
CS_29,YW & AM,2019-07-13,290,1,30,5
CS_29,YW & AM,2019-07-13,290,1.5,30,5
CS_29,YW & AM,2019-07-13,290,2,30,5
CS_29,YW & AM,2019-07-13,290,2.5,30,5
CS_30,IR & GR,2019-07-30,226,0.5,5,1
CS_30,IR & GR,2019-07-30,226,1,5,1
CS_30,IR & GR,2019-07-30,226,1.5,5,1
CS_30,IR & GR,2019-07-30,226,2,5,2
CS_30,IR & GR,2019-07-30,226,2.5,5,2
CS_30,IR & GR,2019-07-30,226,0.5,10,3
CS_30,IR & GR,2019-07-30,226,1,10,3
CS_30,IR & GR,2019-07-30,226,1.5,10,4
CS_30,IR & GR,2019-07-30,226,2,10,4
CS_30,IR & GR,2019-07-30,226,2.5,10,4
CS_30,IR & GR,2019-07-30,226,0.5,15,5
CS_30,IR & GR,2019-07-30,226,1,15,5
CS_30,IR & GR,2019-07-30,226,1.5,15,5
CS_30,IR & GR,2019-07-30,226,2,15,5
CS_30,IR & GR,2019-07-30,226,2.5,15,5
CS_30,IR & GR,2019-07-30,226,0.5,20,5
CS_30,IR & GR,2019-07-30,226,1,20,5
CS_30,IR & GR,2019-07-30,226,1.5,20,5
CS_30,IR & GR,2019-07-30,226,2,20,5
CS_30,IR & GR,2019-07-30,226,2.5,20,5
CS_30,IR & GR,2019-07-30,226,0.5,25,5
CS_30,IR & GR,2019-07-30,226,1,25,5
CS_30,IR & GR,2019-07-30,226,1.5,25,5
CS_30,IR & GR,2019-07-30,226,2,25,5
CS_30,IR & GR,2019-07-30,226,2.5,25,5
CS_30,IR & GR,2019-07-30,226,0.5,30,5
CS_30,IR & GR,2019-07-30,226,1,30,5
CS_30,IR & GR,2019-07-30,226,1.5,30,5
CS_30,IR & GR,2019-07-30,226,2,30,5
CS_30,IR & GR,2019-07-30,226,2.5,30,5
CS_31,IR & GR,2019-07-20,164,0.5,5,1
CS_31,IR & GR,2019-07-20,164,1,5,2
CS_31,IR & GR,2019-07-20,164,1.5,5,3
CS_31,IR & GR,2019-07-20,164,2,5,2
CS_31,IR & GR,2019-07-20,164,2.5,5,1
CS_31,IR & GR,2019-07-20,164,0.5,10,3
CS_31,IR & GR,2019-07-20,164,1,10,5
CS_31,IR & GR,2019-07-20,164,1.5,10,5
CS_31,IR & GR,2019-07-20,164,2,10,5
CS_31,IR & GR,2019-07-20,164,2.5,10,4
CS_31,IR & GR,2019-07-20,164,0.5,15,5
CS_31,IR & GR,2019-07-20,164,1,15,5
CS_31,IR & GR,2019-07-20,164,1.5,15,4
CS_31,IR & GR,2019-07-20,164,2,15,5
CS_31,IR & GR,2019-07-20,164,2.5,15,4
CS_31,IR & GR,2019-07-20,164,0.5,20,5
CS_31,IR & GR,2019-07-20,164,1,20,5
CS_31,IR & GR,2019-07-20,164,1.5,20,5
CS_31,IR & GR,2019-07-20,164,2,20,5
CS_31,IR & GR,2019-07-20,164,2.5,20,5
CS_31,IR & GR,2019-07-20,164,0.5,25,5
CS_31,IR & GR,2019-07-20,164,1,25,5
CS_31,IR & GR,2019-07-20,164,1.5,25,5
CS_31,IR & GR,2019-07-20,164,2,25,5
CS_31,IR & GR,2019-07-20,164,2.5,25,5
CS_31,IR & GR,2019-07-20,164,0.5,30,5
CS_31,IR & GR,2019-07-20,164,1,30,5
CS_31,IR & GR,2019-07-20,164,1.5,30,5
CS_31,IR & GR,2019-07-20,164,2,30,5
CS_31,IR & GR,2019-07-20,164,2.5,30,5
CS_32,IR & GR,2019-07-27,223,0.5,5,1
CS_32,IR & GR,2019-07-27,223,1,5,1
CS_32,IR & GR,2019-07-27,223,1.5,5,1
CS_32,IR & GR,2019-07-27,223,2,5,1
CS_32,IR & GR,2019-07-27,223,2.5,5,1
CS_32,IR & GR,2019-07-27,223,0.5,10,2
CS_32,IR & GR,2019-07-27,223,1,10,3
CS_32,IR & GR,2019-07-27,223,1.5,10,3
CS_32,IR & GR,2019-07-27,223,2,10,4
CS_32,IR & GR,2019-07-27,223,2.5,10,4
CS_32,IR & GR,2019-07-27,223,0.5,15,4
CS_32,IR & GR,2019-07-27,223,1,15,4
CS_32,IR & GR,2019-07-27,223,1.5,15,4
CS_32,IR & GR,2019-07-27,223,2,15,5
CS_32,IR & GR,2019-07-27,223,2.5,15,5
CS_32,IR & GR,2019-07-27,223,0.5,20,5
CS_32,IR & GR,2019-07-27,223,1,20,5
CS_32,IR & GR,2019-07-27,223,1.5,20,5
CS_32,IR & GR,2019-07-27,223,2,20,5
CS_32,IR & GR,2019-07-27,223,2.5,20,5
CS_32,IR & GR,2019-07-27,223,0.5,25,5
CS_32,IR & GR,2019-07-27,223,1,25,5
CS_32,IR & GR,2019-07-27,223,1.5,25,5
CS_32,IR & GR,2019-07-27,223,2,25,5
CS_32,IR & GR,2019-07-27,223,2.5,25,5
CS_32,IR & GR,2019-07-27,223,0.5,30,5
CS_32,IR & GR,2019-07-27,223,1,30,5
CS_32,IR & GR,2019-07-27,223,1.5,30,5
CS_32,IR & GR,2019-07-27,223,2,30,5
CS_32,IR & GR,2019-07-27,223,2.5,30,5
CS_33,IR & GR,2019-07-16,250,0.5,5,3
CS_33,IR & GR,2019-07-16,250,1,5,3
CS_33,IR & GR,2019-07-16,250,1.5,5,3
CS_33,IR & GR,2019-07-16,250,2,5,4
CS_33,IR & GR,2019-07-16,250,2.5,5,5
CS_33,IR & GR,2019-07-16,250,0.5,10,5
CS_33,IR & GR,2019-07-16,250,1,10,5
CS_33,IR & GR,2019-07-16,250,1.5,10,5
CS_33,IR & GR,2019-07-16,250,2,10,5
CS_33,IR & GR,2019-07-16,250,2.5,10,5
CS_33,IR & GR,2019-07-16,250,0.5,15,5
CS_33,IR & GR,2019-07-16,250,1,15,5
CS_33,IR & GR,2019-07-16,250,1.5,15,5
CS_33,IR & GR,2019-07-16,250,2,15,5
CS_33,IR & GR,2019-07-16,250,2.5,15,5
CS_33,IR & GR,2019-07-16,250,0.5,20,5
CS_33,IR & GR,2019-07-16,250,1,20,5
CS_33,IR & GR,2019-07-16,250,1.5,20,5
CS_33,IR & GR,2019-07-16,250,2,20,5
CS_33,IR & GR,2019-07-16,250,2.5,20,5
CS_33,IR & GR,2019-07-16,250,0.5,25,5
CS_33,IR & GR,2019-07-16,250,1,25,5
CS_33,IR & GR,2019-07-16,250,1.5,25,5
CS_33,IR & GR,2019-07-16,250,2,25,5
CS_33,IR & GR,2019-07-16,250,2.5,25,5
CS_33,IR & GR,2019-07-16,250,0.5,30,5
CS_33,IR & GR,2019-07-16,250,1,30,5
CS_33,IR & GR,2019-07-16,250,1.5,30,5
CS_33,IR & GR,2019-07-16,250,2,30,5
CS_33,IR & GR,2019-07-16,250,2.5,30,5
CS_34,IR & GR,2019-07-13,308,0.5,5,1
CS_34,IR & GR,2019-07-13,308,1,5,1
CS_34,IR & GR,2019-07-13,308,1.5,5,1
CS_34,IR & GR,2019-07-13,308,2,5,1
CS_34,IR & GR,2019-07-13,308,2.5,5,1
CS_34,IR & GR,2019-07-13,308,0.5,10,1
CS_34,IR & GR,2019-07-13,308,1,10,1
CS_34,IR & GR,2019-07-13,308,1.5,10,2
CS_34,IR & GR,2019-07-13,308,2,10,2
CS_34,IR & GR,2019-07-13,308,2.5,10,3
CS_34,IR & GR,2019-07-13,308,0.5,15,3
CS_34,IR & GR,2019-07-13,308,1,15,5
CS_34,IR & GR,2019-07-13,308,1.5,15,4
CS_34,IR & GR,2019-07-13,308,2,15,5
CS_34,IR & GR,2019-07-13,308,2.5,15,4
CS_34,IR & GR,2019-07-13,308,0.5,20,5
CS_34,IR & GR,2019-07-13,308,1,20,5
CS_34,IR & GR,2019-07-13,308,1.5,20,5
CS_34,IR & GR,2019-07-13,308,2,20,5
CS_34,IR & GR,2019-07-13,308,2.5,20,5
CS_34,IR & GR,2019-07-13,308,0.5,25,5
CS_34,IR & GR,2019-07-13,308,1,25,5
CS_34,IR & GR,2019-07-13,308,1.5,25,5
CS_34,IR & GR,2019-07-13,308,2,25,5
CS_34,IR & GR,2019-07-13,308,2.5,25,5
CS_34,IR & GR,2019-07-13,308,0.5,30,5
CS_34,IR & GR,2019-07-13,308,1,30,5
CS_34,IR & GR,2019-07-13,308,1.5,30,5
CS_34,IR & GR,2019-07-13,308,2,30,5
CS_34,IR & GR,2019-07-13,308,2.5,30,5
CS_35,IR & GR,2019-07-29,353,0.5,5,1
CS_35,IR & GR,2019-07-29,353,1,5,1
CS_35,IR & GR,2019-07-29,353,1.5,5,1
CS_35,IR & GR,2019-07-29,353,2,5,1
CS_35,IR & GR,2019-07-29,353,2.5,5,1
CS_35,IR & GR,2019-07-29,353,0.5,10,2
CS_35,IR & GR,2019-07-29,353,1,10,3
CS_35,IR & GR,2019-07-29,353,1.5,10,2
CS_35,IR & GR,2019-07-29,353,2,10,2
