Plot,Observer,Date,Direction,Height,Distance,Score
CS_35,IR & GR,2019-07-29,353,2.5,10,4
CS_35,IR & GR,2019-07-29,353,0.5,15,3
CS_35,IR & GR,2019-07-29,353,1,15,3
CS_35,IR & GR,2019-07-29,353,1.5,15,3
CS_35,IR & GR,2019-07-29,353,2,15,4
CS_35,IR & GR,2019-07-29,353,2.5,15,5
CS_35,IR & GR,2019-07-29,353,0.5,20,5
CS_35,IR & GR,2019-07-29,353,1,20,5
CS_35,IR & GR,2019-07-29,353,1.5,20,5
CS_35,IR & GR,2019-07-29,353,2,20,5
CS_35,IR & GR,2019-07-29,353,2.5,20,5
CS_35,IR & GR,2019-07-29,353,0.5,25,5
CS_35,IR & GR,2019-07-29,353,1,25,5
CS_35,IR & GR,2019-07-29,353,1.5,25,5
CS_35,IR & GR,2019-07-29,353,2,25,5
CS_35,IR & GR,2019-07-29,353,2.5,25,5
CS_35,IR & GR,2019-07-29,353,0.5,30,5
CS_35,IR & GR,2019-07-29,353,1,30,5
CS_35,IR & GR,2019-07-29,353,1.5,30,5
CS_35,IR & GR,2019-07-29,353,2,30,5
CS_35,IR & GR,2019-07-29,353,2.5,30,5
CS_36,IR & GR,2019-07-14,56,0.5,5,1
CS_36,IR & GR,2019-07-14,56,1,5,1
CS_36,IR & GR,2019-07-14,56,1.5,5,1
CS_36,IR & GR,2019-07-14,56,2,5,1
CS_36,IR & GR,2019-07-14,56,2.5,5,1
CS_36,IR & GR,2019-07-14,56,0.5,10,2
CS_36,IR & GR,2019-07-14,56,1,10,3
CS_36,IR & GR,2019-07-14,56,1.5,10,3
CS_36,IR & GR,2019-07-14,56,2,10,5
CS_36,IR & GR,2019-07-14,56,2.5,10,4
CS_36,IR & GR,2019-07-14,56,0.5,15,3
CS_36,IR & GR,2019-07-14,56,1,15,3
CS_36,IR & GR,2019-07-14,56,1.5,15,3
CS_36,IR & GR,2019-07-14,56,2,15,5
CS_36,IR & GR,2019-07-14,56,2.5,15,5
CS_36,IR & GR,2019-07-14,56,0.5,20,5
CS_36,IR & GR,2019-07-14,56,1,20,5
CS_36,IR & GR,2019-07-14,56,1.5,20,5
CS_36,IR & GR,2019-07-14,56,2,20,5
CS_36,IR & GR,2019-07-14,56,2.5,20,5
CS_36,IR & GR,2019-07-14,56,0.5,25,5
CS_36,IR & GR,2019-07-14,56,1,25,5
CS_36,IR & GR,2019-07-14,56,1.5,25,5
CS_36,IR & GR,2019-07-14,56,2,25,5
CS_36,IR & GR,2019-07-14,56,2.5,25,5
CS_36,IR & GR,2019-07-14,56,0.5,30,5
CS_36,IR & GR,2019-07-14,56,1,30,5
CS_36,IR & GR,2019-07-14,56,1.5,30,5
CS_36,IR & GR,2019-07-14,56,2,30,5
CS_36,IR & GR,2019-07-14,170 ish?,2.5,30,5
CS_37,IR & GR,2019-07-25,171 ish?,0.5,5,2
CS_37,IR & GR,2019-07-25,172 ish?,1,5,2
CS_37,IR & GR,2019-07-25,173 ish?,1.5,5,1
CS_37,IR & GR,2019-07-25,174 ish?,2,5,1
CS_37,IR & GR,2019-07-25,175 ish?,2.5,5,1
CS_37,IR & GR,2019-07-25,176 ish?,0.5,10,5
CS_37,IR & GR,2019-07-25,177 ish?,1,10,5
CS_37,IR & GR,2019-07-25,178 ish?,1.5,10,4
CS_37,IR & GR,2019-07-25,179 ish?,2,10,3
CS_37,IR & GR,2019-07-25,180 ish?,2.5,10,1
CS_37,IR & GR,2019-07-25,181 ish?,0.5,15,5
CS_37,IR & GR,2019-07-25,182 ish?,1,15,5
CS_37,IR & GR,2019-07-25,183 ish?,1.5,15,4
CS_37,IR & GR,2019-07-25,184 ish?,2,15,4
CS_37,IR & GR,2019-07-25,185 ish?,2.5,15,1
CS_37,IR & GR,2019-07-25,186 ish?,0.5,20,5
CS_37,IR & GR,2019-07-25,187 ish?,1,20,5
CS_37,IR & GR,2019-07-25,188 ish?,1.5,20,5
CS_37,IR & GR,2019-07-25,189 ish?,2,20,4
CS_37,IR & GR,2019-07-25,190 ish?,2.5,20,1
CS_37,IR & GR,2019-07-25,191 ish?,0.5,25,5
CS_37,IR & GR,2019-07-25,192 ish?,1,25,5
CS_37,IR & GR,2019-07-25,193 ish?,1.5,25,5
CS_37,IR & GR,2019-07-25,194 ish?,2,25,5
CS_37,IR & GR,2019-07-25,195 ish?,2.5,25,5
CS_37,IR & GR,2019-07-25,196 ish?,0.5,30,5
CS_37,IR & GR,2019-07-25,197 ish?,1,30,5
CS_37,IR & GR,2019-07-25,198 ish?,1.5,30,5
CS_37,IR & GR,2019-07-25,199 ish?,2,30,5
CS_37,IR & GR,2019-07-25,200 ish?,2.5,30,5
CS_38,IR & GR,2019-07-22,225,0.5,5,2
CS_38,IR & GR,2019-07-22,225,1,5,2
CS_38,IR & GR,2019-07-22,225,1.5,5,1
CS_38,IR & GR,2019-07-22,225,2,5,1
CS_38,IR & GR,2019-07-22,225,2.5,5,1
CS_38,IR & GR,2019-07-22,225,0.5,10,5
CS_38,IR & GR,2019-07-22,225,1,10,5
CS_38,IR & GR,2019-07-22,225,1.5,10,4
CS_38,IR & GR,2019-07-22,225,2,10,3
CS_38,IR & GR,2019-07-22,225,2.5,10,1
CS_38,IR & GR,2019-07-22,225,0.5,15,5
CS_38,IR & GR,2019-07-22,225,1,15,5
CS_38,IR & GR,2019-07-22,225,1.5,15,4
CS_38,IR & GR,2019-07-22,225,2,15,4
CS_38,IR & GR,2019-07-22,225,2.5,15,1
CS_38,IR & GR,2019-07-22,225,0.5,20,5
CS_38,IR & GR,2019-07-22,225,1,20,5
CS_38,IR & GR,2019-07-22,225,1.5,20,5
CS_38,IR & GR,2019-07-22,225,2,20,4
CS_38,IR & GR,2019-07-22,225,2.5,20,1
CS_38,IR & GR,2019-07-22,225,0.5,25,5
CS_38,IR & GR,2019-07-22,225,1,25,5
CS_38,IR & GR,2019-07-22,225,1.5,25,5
CS_38,IR & GR,2019-07-22,225,2,25,5
CS_38,IR & GR,2019-07-22,225,2.5,25,5
CS_38,IR & GR,2019-07-22,225,0.5,30,5
CS_38,IR & GR,2019-07-22,225,1,30,5
CS_38,IR & GR,2019-07-22,225,1.5,30,5
CS_38,IR & GR,2019-07-22,225,2,30,5
CS_38,IR & GR,2019-07-22,225,2.5,30,5
CS_39,IR & GR,2019-07-24,218,0.5,5,1
CS_39,IR & GR,2019-07-24,218,1,5,1
CS_39,IR & GR,2019-07-24,218,1.5,5,1
CS_39,IR & GR,2019-07-24,218,2,5,1
CS_39,IR & GR,2019-07-24,218,2.5,5,1
CS_39,IR & GR,2019-07-24,218,0.5,10,2
CS_39,IR & GR,2019-07-24,218,1,10,2
CS_39,IR & GR,2019-07-24,218,1.5,10,4
CS_39,IR & GR,2019-07-24,218,2,10,5
CS_39,IR & GR,2019-07-24,218,2.5,10,5
CS_39,IR & GR,2019-07-24,218,0.5,15,5
CS_39,IR & GR,2019-07-24,218,1,15,5
CS_39,IR & GR,2019-07-24,218,1.5,15,5
CS_39,IR & GR,2019-07-24,218,2,15,5
CS_39,IR & GR,2019-07-24,218,2.5,15,5
CS_39,IR & GR,2019-07-24,218,0.5,20,5
CS_39,IR & GR,2019-07-24,218,1,20,5
CS_39,IR & GR,2019-07-24,218,1.5,20,5
CS_39,IR & GR,2019-07-24,218,2,20,5
CS_39,IR & GR,2019-07-24,218,2.5,20,5
CS_39,IR & GR,2019-07-24,218,0.5,25,5
CS_39,IR & GR,2019-07-24,218,1,25,5
CS_39,IR & GR,2019-07-24,218,1.5,25,5
CS_39,IR & GR,2019-07-24,218,2,25,5
CS_39,IR & GR,2019-07-24,218,2.5,25,5
CS_39,IR & GR,2019-07-24,218,0.5,30,5
CS_39,IR & GR,2019-07-24,218,1,30,5
CS_39,IR & GR,2019-07-24,218,1.5,30,5
CS_39,IR & GR,2019-07-24,218,2,30,5
CS_39,IR & GR,2019-07-24,218,2.5,30,5
CS_40,IR & GR,2019-07-17,224,0.5,5,1
CS_40,IR & GR,2019-07-17,224,1,5,1
CS_40,IR & GR,2019-07-17,224,1.5,5,1
CS_40,IR & GR,2019-07-17,224,2,5,1
CS_40,IR & GR,2019-07-17,224,2.5,5,3
CS_40,IR & GR,2019-07-17,224,0.5,10,2
CS_40,IR & GR,2019-07-17,224,1,10,3
CS_40,IR & GR,2019-07-17,224,1.5,10,3
CS_40,IR & GR,2019-07-17,224,2,10,4
CS_40,IR & GR,2019-07-17,224,2.5,10,4
CS_40,IR & GR,2019-07-17,224,0.5,15,5
CS_40,IR & GR,2019-07-17,224,1,15,5
CS_40,IR & GR,2019-07-17,224,1.5,15,5
CS_40,IR & GR,2019-07-17,224,2,15,5
CS_40,IR & GR,2019-07-17,224,2.5,15,5
CS_40,IR & GR,2019-07-17,224,0.5,20,5
CS_40,IR & GR,2019-07-17,224,1,20,5
CS_40,IR & GR,2019-07-17,224,1.5,20,5
CS_40,IR & GR,2019-07-17,224,2,20,5
CS_40,IR & GR,2019-07-17,224,2.5,20,5
CS_40,IR & GR,2019-07-17,224,0.5,25,5
CS_40,IR & GR,2019-07-17,224,1,25,5
CS_40,IR & GR,2019-07-17,224,1.5,25,5
CS_40,IR & GR,2019-07-17,224,2,25,5
CS_40,IR & GR,2019-07-17,224,2.5,25,5
CS_40,IR & GR,2019-07-17,224,0.5,30,5
CS_40,IR & GR,2019-07-17,224,1,30,5
CS_40,IR & GR,2019-07-17,224,1.5,30,5
CS_40,IR & GR,2019-07-17,224,2,30,5
CS_40,IR & GR,2019-07-17,224,2.5,30,5
CS_41,IR & GR,2019-07-28,50,0.5,5,2
CS_41,IR & GR,2019-07-28,50,1,5,3
CS_41,IR & GR,2019-07-28,50,1.5,5,4
CS_41,IR & GR,2019-07-28,50,2,5,4
CS_41,IR & GR,2019-07-28,50,2.5,5,3
CS_41,IR & GR,2019-07-28,50,0.5,10,5
CS_41,IR & GR,2019-07-28,50,1,10,5
CS_41,IR & GR,2019-07-28,50,1.5,10,5
CS_41,IR & GR,2019-07-28,50,2,10,5
CS_41,IR & GR,2019-07-28,50,2.5,10,4
CS_41,IR & GR,2019-07-28,50,0.5,15,5
CS_41,IR & GR,2019-07-28,50,1,15,5
CS_41,IR & GR,2019-07-28,50,1.5,15,5
CS_41,IR & GR,2019-07-28,50,2,15,5
CS_41,IR & GR,2019-07-28,50,2.5,15,5
CS_41,IR & GR,2019-07-28,50,0.5,20,5
CS_41,IR & GR,2019-07-28,50,1,20,5
CS_41,IR & GR,2019-07-28,50,1.5,20,5
CS_41,IR & GR,2019-07-28,50,2,20,5
CS_41,IR & GR,2019-07-28,50,2.5,20,5
CS_41,IR & GR,2019-07-28,50,0.5,25,5
CS_41,IR & GR,2019-07-28,50,1,25,5
CS_41,IR & GR,2019-07-28,50,1.5,25,5
CS_41,IR & GR,2019-07-28,50,2,25,5
CS_41,IR & GR,2019-07-28,50,2.5,25,5
CS_41,IR & GR,2019-07-28,50,0.5,30,5
CS_41,IR & GR,2019-07-28,50,1,30,5
CS_41,IR & GR,2019-07-28,50,1.5,30,5
CS_41,IR & GR,2019-07-28,50,2,30,5
CS_41,IR & GR,2019-07-28,50,2.5,30,5
CS_42,IR & GR,2019-07-13,252,0.5,5,1
CS_42,IR & GR,2019-07-13,252,1,5,1
CS_42,IR & GR,2019-07-13,252,1.5,5,1
CS_42,IR & GR,2019-07-13,252,2,5,1
CS_42,IR & GR,2019-07-13,252,2.5,5,1
CS_42,IR & GR,2019-07-13,252,0.5,10,1
CS_42,IR & GR,2019-07-13,252,1,10,1
CS_42,IR & GR,2019-07-13,252,1.5,10,1
CS_42,IR & GR,2019-07-13,252,2,10,1
CS_42,IR & GR,2019-07-13,252,2.5,10,2
CS_42,IR & GR,2019-07-13,252,0.5,15,1
CS_42,IR & GR,2019-07-13,252,1,15,2
CS_42,IR & GR,2019-07-13,252,1.5,15,1
CS_42,IR & GR,2019-07-13,252,2,15,3
CS_42,IR & GR,2019-07-13,252,2.5,15,3
CS_42,IR & GR,2019-07-13,252,0.5,20,4
CS_42,IR & GR,2019-07-13,252,1,20,4
CS_42,IR & GR,2019-07-13,252,1.5,20,3
CS_42,IR & GR,2019-07-13,252,2,20,5
CS_42,IR & GR,2019-07-13,252,2.5,20,4
CS_42,IR & GR,2019-07-13,252,0.5,25,5
CS_42,IR & GR,2019-07-13,252,1,25,5
CS_42,IR & GR,2019-07-13,252,1.5,25,5
CS_42,IR & GR,2019-07-13,252,2,25,5
CS_42,IR & GR,2019-07-13,252,2.5,25,5
CS_42,IR & GR,2019-07-13,252,0.5,30,5
CS_42,IR & GR,2019-07-13,252,1,30,5
CS_42,IR & GR,2019-07-13,252,1.5,30,5
CS_42,IR & GR,2019-07-13,252,2,30,5
CS_42,IR & GR,2019-07-13,252,2.5,30,5
CS_43,IR & GR,2019-07-26,211,0.5,5,2
CS_43,IR & GR,2019-07-26,211,1,5,3
CS_43,IR & GR,2019-07-26,211,1.5,5,3
CS_43,IR & GR,2019-07-26,211,2,5,3
CS_43,IR & GR,2019-07-26,211,2.5,5,3
CS_43,IR & GR,2019-07-26,211,0.5,10,5
CS_43,IR & GR,2019-07-26,211,1,10,5
CS_43,IR & GR,2019-07-26,211,1.5,10,4
CS_43,IR & GR,2019-07-26,211,2,10,5
CS_43,IR & GR,2019-07-26,211,2.5,10,5
CS_43,IR & GR,2019-07-26,211,0.5,15,5
CS_43,IR & GR,2019-07-26,211,1,15,5
CS_43,IR & GR,2019-07-26,211,1.5,15,5
CS_43,IR & GR,2019-07-26,211,2,15,5
CS_43,IR & GR,2019-07-26,211,2.5,15,5
CS_43,IR & GR,2019-07-26,211,0.5,20,5
CS_43,IR & GR,2019-07-26,211,1,20,5
CS_43,IR & GR,2019-07-26,211,1.5,20,5
CS_43,IR & GR,2019-07-26,211,2,20,5
CS_43,IR & GR,2019-07-26,211,2.5,20,5
CS_43,IR & GR,2019-07-26,211,0.5,25,5
CS_43,IR & GR,2019-07-26,211,1,25,5
CS_43,IR & GR,2019-07-26,211,1.5,25,5
CS_43,IR & GR,2019-07-26,211,2,25,5
CS_43,IR & GR,2019-07-26,211,2.5,25,5
CS_43,IR & GR,2019-07-26,211,0.5,30,5
CS_43,IR & GR,2019-07-26,211,1,30,5
CS_43,IR & GR,2019-07-26,211,1.5,30,5
CS_43,IR & GR,2019-07-26,211,2,30,5
CS_43,IR & GR,2019-07-26,211,2.5,30,5
CS_44,IR & GR,2019-07-23,151,0.5,5,2
CS_44,IR & GR,2019-07-23,151,1,5,2
CS_44,IR & GR,2019-07-23,151,1.5,5,1
CS_44,IR & GR,2019-07-23,151,2,5,2
CS_44,IR & GR,2019-07-23,151,2.5,5,1
CS_44,IR & GR,2019-07-23,151,0.5,10,2
CS_44,IR & GR,2019-07-23,151,1,10,3
CS_44,IR & GR,2019-07-23,151,1.5,10,2
CS_44,IR & GR,2019-07-23,151,2,10,2
CS_44,IR & GR,2019-07-23,151,2.5,10,4
CS_44,IR & GR,2019-07-23,151,0.5,15,2
CS_44,IR & GR,2019-07-23,151,1,15,3
CS_44,IR & GR,2019-07-23,151,1.5,15,3
CS_44,IR & GR,2019-07-23,151,2,15,5
CS_44,IR & GR,2019-07-23,151,2.5,15,5
CS_44,IR & GR,2019-07-23,151,0.5,20,4
CS_44,IR & GR,2019-07-23,151,1,20,4
CS_44,IR & GR,2019-07-23,151,1.5,20,5
CS_44,IR & GR,2019-07-23,151,2,20,5
CS_44,IR & GR,2019-07-23,151,2.5,20,5
CS_44,IR & GR,2019-07-23,151,0.5,25,5
CS_44,IR & GR,2019-07-23,151,1,25,5
CS_44,IR & GR,2019-07-23,151,1.5,25,5
CS_44,IR & GR,2019-07-23,151,2,25,5
CS_44,IR & GR,2019-07-23,151,2.5,25,5
CS_44,IR & GR,2019-07-23,151,0.5,30,5
CS_44,IR & GR,2019-07-23,151,1,30,5
CS_44,IR & GR,2019-07-23,151,1.5,30,5
CS_44,IR & GR,2019-07-23,151,2,30,5
CS_44,IR & GR,2019-07-23,151,2.5,30,5
CS_45,IR & GR,2019-07-19,56,0.5,5,2
CS_45,IR & GR,2019-07-19,56,1,5,1
CS_45,IR & GR,2019-07-19,56,1.5,5,1
CS_45,IR & GR,2019-07-19,56,2,5,1
CS_45,IR & GR,2019-07-19,56,2.5,5,1
CS_45,IR & GR,2019-07-19,56,0.5,10,2
CS_45,IR & GR,2019-07-19,56,1,10,5
CS_45,IR & GR,2019-07-19,56,1.5,10,5
CS_45,IR & GR,2019-07-19,56,2,10,5
CS_45,IR & GR,2019-07-19,56,2.5,10,5
CS_45,IR & GR,2019-07-19,56,0.5,15,5
CS_45,IR & GR,2019-07-19,56,1,15,5
CS_45,IR & GR,2019-07-19,56,1.5,15,5
CS_45,IR & GR,2019-07-19,56,2,15,5
CS_45,IR & GR,2019-07-19,56,2.5,15,5
CS_45,IR & GR,2019-07-19,56,0.5,20,5
CS_45,IR & GR,2019-07-19,56,1,20,5
CS_45,IR & GR,2019-07-19,56,1.5,20,5
CS_45,IR & GR,2019-07-19,56,2,20,5
CS_45,IR & GR,2019-07-19,56,2.5,20,5
CS_45,IR & GR,2019-07-19,56,0.5,25,5
CS_45,IR & GR,2019-07-19,56,1,25,5
CS_45,IR & GR,2019-07-19,56,1.5,25,5
CS_45,IR & GR,2019-07-19,56,2,25,5
CS_45,IR & GR,2019-07-19,56,2.5,25,5
CS_45,IR & GR,2019-07-19,56,0.5,30,5
CS_45,IR & GR,2019-07-19,56,1,30,5
CS_45,IR & GR,2019-07-19,56,1.5,30,5
CS_45,IR & GR,2019-07-19,56,2,30,5
CS_45,IR & GR,2019-07-19,56,2.5,30,5
CS_46,IR & GR,2019-07-25,251,0.5,5,1
CS_46,IR & GR,2019-07-25,251,1,5,1
CS_46,IR & GR,2019-07-25,251,1.5,5,1
CS_46,IR & GR,2019-07-25,251,2,5,1
CS_46,IR & GR,2019-07-25,251,2.5,5,1
CS_46,IR & GR,2019-07-25,251,0.5,10,1
CS_46,IR & GR,2019-07-25,251,1,10,1
CS_46,IR & GR,2019-07-25,251,1.5,10,1
CS_46,IR & GR,2019-07-25,251,2,10,1
CS_46,IR & GR,2019-07-25,251,2.5,10,2
CS_46,IR & GR,2019-07-25,251,0.5,15,2
CS_46,IR & GR,2019-07-25,251,1,15,1
CS_46,IR & GR,2019-07-25,251,1.5,15,2
CS_46,IR & GR,2019-07-25,251,2,15,3
CS_46,IR & GR,2019-07-25,251,2.5,15,3
CS_46,IR & GR,2019-07-25,251,0.5,20,2
CS_46,IR & GR,2019-07-25,251,1,20,3
CS_46,IR & GR,2019-07-25,251,1.5,20,3
CS_46,IR & GR,2019-07-25,251,2,20,5
CS_46,IR & GR,2019-07-25,251,2.5,20,4
CS_46,IR & GR,2019-07-25,251,0.5,25,4
CS_46,IR & GR,2019-07-25,251,1,25,5
CS_46,IR & GR,2019-07-25,251,1.5,25,5
CS_46,IR & GR,2019-07-25,251,2,25,5
CS_46,IR & GR,2019-07-25,251,2.5,25,5
CS_46,IR & GR,2019-07-25,251,0.5,30,5
CS_46,IR & GR,2019-07-25,251,1,30,5
CS_46,IR & GR,2019-07-25,251,1.5,30,5
CS_46,IR & GR,2019-07-25,251,2,30,5
CS_46,IR & GR,2019-07-25,251,2.5,30,5
CS_47,IR & GR,2019-07-14,200,0.5,5,4
CS_47,IR & GR,2019-07-14,200,1,5,5
CS_47,IR & GR,2019-07-14,200,1.5,5,3
CS_47,IR & GR,2019-07-14,200,2,5,1
CS_47,IR & GR,2019-07-14,200,2.5,5,1
CS_47,IR & GR,2019-07-14,200,0.5,10,5
CS_47,IR & GR,2019-07-14,200,1,10,5
CS_47,IR & GR,2019-07-14,200,1.5,10,4
CS_47,IR & GR,2019-07-14,200,2,10,5
CS_47,IR & GR,2019-07-14,200,2.5,10,4
CS_47,IR & GR,2019-07-14,200,0.5,15,5
CS_47,IR & GR,2019-07-14,200,1,15,5
CS_47,IR & GR,2019-07-14,200,1.5,15,4
CS_47,IR & GR,2019-07-14,200,2,15,5
CS_47,IR & GR,2019-07-14,200,2.5,15,5
CS_47,IR & GR,2019-07-14,200,0.5,20,5
CS_47,IR & GR,2019-07-14,200,1,20,5
CS_47,IR & GR,2019-07-14,200,1.5,20,5
CS_47,IR & GR,2019-07-14,200,2,20,5
CS_47,IR & GR,2019-07-14,200,2.5,20,5
CS_47,IR & GR,2019-07-14,200,0.5,25,5
CS_47,IR & GR,2019-07-14,200,1,25,5
CS_47,IR & GR,2019-07-14,200,1.5,25,5
CS_47,IR & GR,2019-07-14,200,2,25,5
CS_47,IR & GR,2019-07-14,200,2.5,25,5
CS_47,IR & GR,2019-07-14,200,0.5,30,5
CS_47,IR & GR,2019-07-14,200,1,30,5
CS_47,IR & GR,2019-07-14,200,1.5,30,5
CS_47,IR & GR,2019-07-14,200,2,30,5
CS_47,IR & GR,2019-07-14,200,2.5,30,5
CS_48,IR & GR,2019-07-29,26,0.5,5,2
CS_48,IR & GR,2019-07-29,26,1,5,2
CS_48,IR & GR,2019-07-29,26,1.5,5,2
CS_48,IR & GR,2019-07-29,26,2,5,2
CS_48,IR & GR,2019-07-29,26,2.5,5,2
CS_48,IR & GR,2019-07-29,26,0.5,10,5
CS_48,IR & GR,2019-07-29,26,1,10,5
CS_48,IR & GR,2019-07-29,26,1.5,10,5
CS_48,IR & GR,2019-07-29,26,2,10,5
CS_48,IR & GR,2019-07-29,26,2.5,10,5
CS_48,IR & GR,2019-07-29,26,0.5,15,5
CS_48,IR & GR,2019-07-29,26,1,15,5
CS_48,IR & GR,2019-07-29,26,1.5,15,5
CS_48,IR & GR,2019-07-29,26,2,15,5
CS_48,IR & GR,2019-07-29,26,2.5,15,5
CS_48,IR & GR,2019-07-29,26,0.5,20,5
CS_48,IR & GR,2019-07-29,26,1,20,5
CS_48,IR & GR,2019-07-29,26,1.5,20,5
CS_48,IR & GR,2019-07-29,26,2,20,5
CS_48,IR & GR,2019-07-29,26,2.5,20,5
CS_48,IR & GR,2019-07-29,26,0.5,25,5
CS_48,IR & GR,2019-07-29,26,1,25,5
CS_48,IR & GR,2019-07-29,26,1.5,25,5
CS_48,IR & GR,2019-07-29,26,2,25,5
CS_48,IR & GR,2019-07-29,26,2.5,25,5
CS_48,IR & GR,2019-07-29,26,0.5,30,5
CS_48,IR & GR,2019-07-29,26,1,30,5
CS_48,IR & GR,2019-07-29,26,1.5,30,5
CS_48,IR & GR,2019-07-29,26,2,30,5
CS_48,IR & GR,2019-07-29,26,2.5,30,5
CS_49,IR & GR,2019-07-22,338,0.5,5,1
CS_49,IR & GR,2019-07-22,338,1,5,4
CS_49,IR & GR,2019-07-22,338,1.5,5,3
CS_49,IR & GR,2019-07-22,338,2,5,2
CS_49,IR & GR,2019-07-22,338,2.5,5,2
CS_49,IR & GR,2019-07-22,338,0.5,10,5
CS_49,IR & GR,2019-07-22,338,1,10,5
CS_49,IR & GR,2019-07-22,338,1.5,10,5
CS_49,IR & GR,2019-07-22,338,2,10,5
CS_49,IR & GR,2019-07-22,338,2.5,10,4
CS_49,IR & GR,2019-07-22,338,0.5,15,5
CS_49,IR & GR,2019-07-22,338,1,15,5
CS_49,IR & GR,2019-07-22,338,1.5,15,5
CS_49,IR & GR,2019-07-22,338,2,15,5
CS_49,IR & GR,2019-07-22,338,2.5,15,5
CS_50,IR & GR,2019-07-13,106,0.5,5,5
CS_50,IR & GR,2019-07-13,106,1,5,4
CS_50,IR & GR,2019-07-13,106,1.5,5,1
CS_50,IR & GR,2019-07-13,106,2,5,1
CS_50,IR & GR,2019-07-13,106,2.5,5,2
CS_50,IR & GR,2019-07-13,106,0.5,10,5
CS_50,IR & GR,2019-07-13,106,1,10,5
CS_50,IR & GR,2019-07-13,106,1.5,10,3
CS_50,IR & GR,2019-07-13,106,2,10,2
CS_50,IR & GR,2019-07-13,106,2.5,10,2
CS_50,IR & GR,2019-07-13,106,0.5,15,5
CS_50,IR & GR,2019-07-13,106,1,15,5
CS_50,IR & GR,2019-07-13,106,1.5,15,5
CS_50,IR & GR,2019-07-13,106,2,15,5
CS_50,IR & GR,2019-07-13,106,2.5,15,5
CS_50,IR & GR,2019-07-13,106,0.5,20,5
CS_50,IR & GR,2019-07-13,106,1,20,5
CS_50,IR & GR,2019-07-13,106,1.5,20,5
CS_50,IR & GR,2019-07-13,106,2,20,5
CS_50,IR & GR,2019-07-13,106,2.5,20,5
CS_50,IR & GR,2019-07-13,106,0.5,25,5
CS_50,IR & GR,2019-07-13,106,1,25,5
CS_50,IR & GR,2019-07-13,106,1.5,25,5
CS_50,IR & GR,2019-07-13,106,2,25,5
CS_50,IR & GR,2019-07-13,106,2.5,25,5
CS_50,IR & GR,2019-07-13,106,0.5,30,5
CS_50,IR & GR,2019-07-13,106,1,30,5
CS_50,IR & GR,2019-07-13,106,1.5,30,5
CS_50,IR & GR,2019-07-13,106,2,30,5
CS_50,IR & GR,2019-07-13,106,2.5,30,5
CS_51,IR & GR,2019-07-16,118,0.5,5,1
CS_51,IR & GR,2019-07-16,118,1,5,1
CS_51,IR & GR,2019-07-16,118,1.5,5,1
CS_51,IR & GR,2019-07-16,118,2,5,2
CS_51,IR & GR,2019-07-16,118,2.5,5,1
CS_51,IR & GR,2019-07-16,118,0.5,10,2
CS_51,IR & GR,2019-07-16,118,1,10,4
CS_51,IR & GR,2019-07-16,118,1.5,10,3
CS_51,IR & GR,2019-07-16,118,2,10,3
CS_51,IR & GR,2019-07-16,118,2.5,10,3
CS_51,IR & GR,2019-07-16,118,0.5,15,5
CS_51,IR & GR,2019-07-16,118,1,15,5
CS_51,IR & GR,2019-07-16,118,1.5,15,5
CS_51,IR & GR,2019-07-16,118,2,15,5
CS_51,IR & GR,2019-07-16,118,2.5,15,5
CS_51,IR & GR,2019-07-16,118,0.5,20,5
CS_51,IR & GR,2019-07-16,118,1,20,5
CS_51,IR & GR,2019-07-16,118,1.5,20,5
CS_51,IR & GR,2019-07-16,118,2,20,5
CS_51,IR & GR,2019-07-16,118,2.5,20,5
CS_51,IR & GR,2019-07-16,118,0.5,25,5
CS_51,IR & GR,2019-07-16,118,1,25,5
CS_51,IR & GR,2019-07-16,118,1.5,25,5
CS_51,IR & GR,2019-07-16,118,2,25,5
CS_51,IR & GR,2019-07-16,118,2.5,25,5
CS_51,IR & GR,2019-07-16,118,0.5,30,5
CS_51,IR & GR,2019-07-16,118,1,30,5
CS_51,IR & GR,2019-07-16,118,1.5,30,5
CS_51,IR & GR,2019-07-16,118,2,30,5
CS_51,IR & GR,2019-07-16,118,2.5,30,5
CS_52,IR & GR,2019-07-29,231,0.5,5,1
CS_52,IR & GR,2019-07-29,231,1,5,1
CS_52,IR & GR,2019-07-29,231,1.5,5,1
CS_52,IR & GR,2019-07-29,231,2,5,2
CS_52,IR & GR,2019-07-29,231,2.5,5,2
CS_52,IR & GR,2019-07-29,231,0.5,10,1
CS_52,IR & GR,2019-07-29,231,1,10,1
CS_52,IR & GR,2019-07-29,231,1.5,10,1
CS_52,IR & GR,2019-07-29,231,2,10,4
CS_52,IR & GR,2019-07-29,231,2.5,10,4
CS_52,IR & GR,2019-07-29,231,0.5,15,3
CS_52,IR & GR,2019-07-29,231,1,15,3
CS_52,IR & GR,2019-07-29,231,1.5,15,4
CS_52,IR & GR,2019-07-29,231,2,15,4
CS_52,IR & GR,2019-07-29,231,2.5,15,4
CS_52,IR & GR,2019-07-29,231,0.5,20,5
CS_52,IR & GR,2019-07-29,231,1,20,5
CS_52,IR & GR,2019-07-29,231,1.5,20,5
CS_52,IR & GR,2019-07-29,231,2,20,5
CS_52,IR & GR,2019-07-29,231,2.5,20,5
CS_52,IR & GR,2019-07-29,231,0.5,25,5
CS_52,IR & GR,2019-07-29,231,1,25,5
CS_52,IR & GR,2019-07-29,231,1.5,25,5
