.id,rank,model,ΔAICc,ΔRMSPE (μm),DOF[area],ΔRMSPE (cm),ΔRMSPE (m)
149.093,1,IID isotropic error,0,88006693.2528608,17.99999992495237,NA,NA
149.093,2,IID anisotropic error,0.5173401669320015,37077082.77282217,6.740343283217528e-8,NA,NA
149.093,3,OU anisotropic error,3.6886755930564163,73854439.24071646,1.1095250109030559,NA,NA
149.093,4,OUf anisotropic error,4.093179940902303,62763436.6493771,0.7108233840773969,NA,NA
149.093,5,OUF anisotropic error,8.25134651765353,79128686.07864377,0.9752261495819059,NA,NA
149.093,6,OU isotropic error,31.56886971188254,27543059.461693164,0.3398423674595292,NA,NA
149.093,7,OUf isotropic error,56.89784738820214,166.19856376109965,0.29682894914468444,NA,NA
149.093,8,OUF isotropic error,60.32665531911874,0,0.29618790753806074,NA,NA
149.124,1,OUf anisotropic error,0,NA,1.559330990295805e-19,451.0520716208788,NA
149.124,2,OUΩ anisotropic error,4.893939393939434,NA,1.3574432490629705e-19,504.2813423739929,NA
149.124,3,OUF anisotropic error,4.893939393939434,NA,7.298729743391007e-18,1169.465028894379,NA
149.124,4,OUF isotropic error,39.51146375606152,NA,0.9047534771576075,2234.920217488985,NA
149.124,5,OUf isotropic error,86.27033424362725,NA,0.7896295254834363,825.0282450460809,NA
149.124,6,OU isotropic error,86.27033424362725,NA,0.7896295254834363,825.0282450460809,NA
149.124,7,IID anisotropic error,134.91268698886125,NA,0,562.3863842125089,NA
149.124,8,IID isotropic error,138.5438132659487,NA,43893.64135980187,10.280770053415722,NA
149.124,9,OU anisotropic error,139.03227090014985,NA,0,562.6244984597079,NA
149.124,10,OUΩ isotropic error,146.0847150669602,NA,0.7789216073314051,0,NA
149.173,1,IID anisotropic error,0,NA,4.431876577768374e-9,NA,14.390947850190102
149.173,2,OUf anisotropic error,52.2375195847394,NA,0,NA,116.15658438261957
149.173,3,IID isotropic error,91.42468256822849,NA,24072.85003167943,NA,24.12133062988171
149.173,4,OU anisotropic error,94.79093432809145,NA,0,NA,44.68132422451134
149.173,5,OUF anisotropic error,100.73808602119198,NA,0,NA,44.20347786895451
149.173,6,OU isotropic error,116.5262058659905,NA,0.12573313260862165,NA,19.973006192911683
149.173,7,OUΩ anisotropic error,117.65965299703578,NA,0,NA,34.48893330816591
149.173,8,OUF isotropic error,119.5536492748048,NA,0.12638061842280493,NA,19.972654999833082
149.173,9,OUΩ isotropic error,138.56573236037082,NA,0.14680307778890633,NA,9.83298464476897
149.173,10,OUf isotropic error,175.52139241898544,NA,8.014322675850296e-8,NA,0
149.213,1,IID anisotropic error,0,NA,46.04306390931416,4366.612886309859,NA
149.213,2,OU anisotropic error,10.383910111725868,NA,0,11013.906624275542,NA
149.213,3,OUF anisotropic error,13.93754523725795,NA,0,11020.119568951857,NA
149.213,4,OUf anisotropic error,15.280011835222808,NA,1.332184830370994e-24,9084.389628565963,NA
149.213,5,OUf isotropic error,20.18348690454559,NA,23.20829374819083,4372.115290246428,NA
149.213,6,IID isotropic error,20.88674198712556,NA,24.999999894676296,4366.612886309857,NA
149.213,7,OU isotropic error,82.21393886651799,NA,0.2746268861706242,7.633438840703377,NA
149.213,8,OUF isotropic error,90.71368745502411,NA,0.28760544800909105,0,NA
149.233,1,OUf isotropic error,0,NA,35.08626350709189,NA,110.14831365114347
149.233,2,OU isotropic error,1.3657712617930429,NA,37.912170027363736,NA,109.04356957325838
149.233,3,OUF isotropic error,2.5078235648578584,NA,35.0862644714867,NA,110.14831313485956
149.233,4,IID isotropic error,4.914446481196478,NA,40.99999985038844,NA,109.31803819777123
149.233,5,OUF anisotropic error,5.030626575540168,NA,3.053009721557197,NA,91.91574222311287
149.233,6,OUΩ isotropic error,44720677315900360,NA,8.698945206685016e-40,NA,0
149.294,1,IID isotropic error,0,NA,29.00000010991187,NA,144.2587165705317
149.294,2,OUf isotropic error,1.0978483474841596,NA,26.849501341560142,NA,145.47644240401522
149.294,3,OU isotropic error,1.3674112091995312,NA,27.248943998271972,NA,145.25661727922468
149.294,4,OUF isotropic error,3.8640021934035076,NA,26.84950134207824,NA,145.47644240135125
149.294,5,OUF anisotropic error,105.01483334857039,NA,0,NA,91.37954750642925
149.294,6,OUΩ isotropic error,4977914108102441,NA,1.7194196324758473e-36,NA,0
149.394,1,OUF anisotropic error,0,126090756.24495657,0,NA,NA
149.394,2,OUf isotropic error,7.5779113074228235,11052813.533757672,0.6772669127695977,NA,NA
149.394,3,OU isotropic error,11.664910259459361,31991478.09089146,0.1697406956511277,NA,NA
149.394,4,OUF isotropic error,16.420575947686416,34300605.74261418,0.15981221858738737,NA,NA
149.394,5,OU anisotropic error,27.23001890847604,3.169170582850711,0,NA,NA
149.394,6,OUf anisotropic error,27.23002211528933,0,0,NA,NA
149.423,1,OU anisotropic error,0,NA,2.8525251932925655e-8,NA,26.045105176286413
149.423,2,IID isotropic error,4.782286623116761,NA,33.999999857400354,NA,48.13544382381865
149.423,3,IID anisotropic error,49.904654067634056,NA,0,NA,25.251308271188563
149.423,4,OU isotropic error,52.07735153975557,NA,0.13881281024751482,NA,26.604717143803995
149.423,5,OUf isotropic error,52.07735153975557,NA,0.13881281024751482,NA,26.604717143803995
149.423,6,OUf anisotropic error,52.71824874379456,NA,0,NA,25.251395269765027
149.423,7,OUF anisotropic error,55.73302164815084,NA,0,NA,25.25139764645698
149.423,8,OUF isotropic error,213.93333356725134,NA,0.8839112693032456,NA,0
149.452,1,IID anisotropic error,0,NA,4.073351549430391e-33,NA,20.486264967359396
