,BadPoint,Var_X,Var_Y,Cov_XY,AngleDiff,Date,Time,Frequency,coords.x1,coords.x2,datetime
221,0,11.03247636,34.9283707,15.7556541,0.369065642,2018-07-29,190600,149.613,-53.97871543,48.35297851,2018-07-29 19:06
222,0,370.9302446,527.070159,359.3503752,3.154752095,2018-07-30,94100,149.613,-53.9825402,48.35347851,2018-07-30 9:41
223,0,3.286990464,11.75088946,2.86773308,0.465764601,2018-08-01,164600,149.613,-53.98043305,48.35200449,2018-08-01 16:46
224,0,108.1888292,173.2695131,92.39366028,1.46386918,2018-08-02,178500,149.613,-53.97928973,48.35307114,2018-08-02 18:25
225,0,9.975490602,30.72963658,11.30145892,0.428610461,2018-08-03,92100,149.613,-53.97999057,48.35404665,2018-08-03 9:21
226,0,304.3031694,146.5171916,101.1557625,4.230673483,2018-06-18,155836,149.633,-53.98200703,48.35216454,2018-06-18 15:58
227,0,15.7188468,27.34138004,12.47670546,0.474384553,2018-06-21,82542,149.633,-53.98019736,48.35489642,2018-06-21 8:25
228,1,0,0,0,0,2018-06-23,87509,149.633,-53.98004193,48.35037063,2018-06-23 9:15
229,1,0,0,0,0,2018-06-30,113500,149.633,-53.98076517,48.35508149,2018-06-30 11:35
230,0,300.1942735,95.82453886,-26.13319956,4.234229297,2018-07-01,124500,149.633,-53.98180101,48.35237714,2018-07-01 12:45
231,0,1006.333578,593.0107041,707.5494005,1.602444627,2018-07-02,124700,149.633,-53.97879061,48.35552003,2018-07-02 12:47
232,1,0,0,0,0,2018-07-04,103800,149.633,-53.98597534,48.3521599,2018-07-04 10:38
233,0,84.84801119,231.4451929,83.93889511,1.721441929,2018-07-05,112800,149.633,-53.9813552,48.35345705,2018-07-05 11:28
234,0,0.278134879,0.716563409,0.061500019,0.156501925,2018-07-07,165400,149.633,-53.98393366,48.35355266,2018-07-07 16:54
235,0,4.706627286,101.6321605,9.355818363,0.269034607,2018-07-08,181600,149.633,-53.98127864,48.35636914,2018-07-08 18:16
236,0,80.52263895,52.85452841,26.21292939,1.902550032,2018-07-09,174000,149.633,-53.98109915,48.35225506,2018-07-09 17:40
237,1,0,0,0,0,2018-07-10,142300,149.633,-53.98325071,48.35221642,2018-07-10 14:23
238,1,0,0,0,0,2018-07-11,162300,149.633,-53.98100705,48.35311626,2018-07-11 16:23
239,1,0,0,0,0,2018-07-12,1.00E+05,149.633,-53.98277611,48.35267833,2018-07-12 12:00
240,0,442.4905136,155.8605256,128.5682692,3.876140897,2018-07-14,154400,149.633,-53.98161876,48.35246175,2018-07-14 15:44
241,0,55.07046799,106.9900423,48.30667555,1.672348636,2018-07-15,93600,149.633,-53.98265611,48.3537474,2018-07-15 9:36
242,0,14.97684821,22.85933596,13.3216419,0.76968715,2018-07-21,145400,149.633,-53.98194024,48.35287311,2018-07-21 14:54
243,0,75.42474326,319.2086293,48.52422625,2.496978228,2018-07-22,113600,149.633,-53.98126384,48.35213715,2018-07-22 11:36
244,0,47.62093003,234.5972778,42.50180619,1.669907076,2018-07-23,145200,149.633,-53.98032997,48.35228731,2018-07-23 14:52
245,0,117.8945316,415.7739834,140.361122,2.132250139,2018-07-24,176350,149.633,-53.98133355,48.35362014,2018-07-24 18:03
246,0,160.5334791,201.3896327,130.4661819,1.233038269,2018-07-26,194200,149.633,-53.97823651,48.3533901,2018-07-26 19:42
247,0,4.152381066,6.764746866,3.625427045,0.514532282,2018-07-27,133200,149.633,-53.98251291,48.35265833,2018-07-27 13:32
248,0,52.88751083,46.39262046,29.15457174,1.442566684,2018-07-28,85800,149.633,-53.98139916,48.35260233,2018-07-28 8:58
249,0,79.79945982,65.50870953,25.83485929,2.519030517,2018-07-29,191700,149.633,-53.98112675,48.35131095,2018-07-29 19:17
250,0,1.900445374,5.214319209,1.934411159,0.14874646,2018-07-30,90500,149.633,-53.97911874,48.35469922,2018-07-30 9:05
251,0,53.70445983,125.6104661,16.35104114,2.944017527,2018-08-01,164500,149.633,-53.98130373,48.35123989,2018-08-01 16:45
252,0,107.7986632,52.6451068,42.77650004,1.723599852,2018-08-02,181400,149.633,-53.98012566,48.35118166,2018-08-02 18:14
253,0,1.49459668,4.508511832,0.666314141,0.420798082,2018-08-03,93000,149.633,-53.98131618,48.35163924,2018-08-03 9:30
254,0,1.598297727,2.003784353,0.266115014,0.50280098,2019-05-11,111400,149.124,-53.98119415,48.35107228,2019-05-11 11:14
255,0,1.041224773,1.324183339,0.936910568,0.221508217,2019-05-12,145900,149.124,-53.98222655,48.35260283,2019-05-12 14:59
256,0,82.616317,33.13228963,11.41963618,2.938647365,2019-05-13,101400,149.124,-53.98239936,48.35176495,2019-05-13 10:14
257,0,141.7491896,163.0242114,98.76833185,2.356430602,2019-05-14,142500,149.124,-53.98160386,48.35272389,2019-05-14 14:25
258,0,68.89196776,138.254754,54.15170983,1.502873498,2019-05-15,102100,149.124,-53.98064986,48.35319414,2019-05-15 10:21
259,0,199.9739986,389.6096532,158.0398187,2.491204042,2019-05-16,93000,149.124,-53.9804958,48.35317829,2019-05-16 9:30
260,0,363.1566148,111.5153339,2.566064131,4.166734059,2019-05-17,92800,149.124,-53.9821787,48.35172174,2019-05-17 9:28
261,0,30.88975085,25.2342323,12.09270267,1.386477998,2019-05-18,82700,149.124,-53.98184159,48.352334,2019-05-18 8:27
262,0,132.9364931,103.5749806,38.0358583,2.165506752,2019-05-19,171500,149.124,-53.97986977,48.35205217,2019-05-19 17:15
263,0,25.79754155,18.23092764,11.61674292,1.294466944,2019-05-20,54000,149.124,-53.98225058,48.3522884,2019-05-20 5:40
264,1,0,0,0,0,2019-05-21,185000,149.124,-53.98314037,48.3525277,2019-05-21 18:50
265,0,1.355709237,0.128251462,0.078802387,0.27293678,2019-05-22,185000,149.124,-53.98298643,48.35181918,2019-05-22 18:50
266,0,24.0035866,9.789992345,7.361624379,0.900260099,2019-05-23,91400,149.124,-53.98064434,48.35148177,2019-05-23 9:14
267,0,6.400645759,5.961913432,2.702293991,0.613446609,2019-05-24,54200,149.124,-53.98165822,48.3524029,2019-05-24 5:42
268,0,3.609475734,2.056892564,1.497504346,0.488445096,2019-05-25,61500,149.124,-53.98239681,48.35219549,2019-05-25 6:15
269,0,143.1667143,105.1282231,116.8113883,0.773841707,2019-05-26,175100,149.124,-53.98091929,48.35318558,2019-05-26 17:51
270,0,0.579702047,0.467245616,0.359627374,0.176393465,2019-05-27,183700,149.124,-53.98215372,48.35227267,2019-05-27 18:37
271,0,519.3567789,267.4491217,207.395033,5.027707068,2019-05-28,111100,149.124,-53.98151734,48.35209559,2019-05-28 11:11
272,0,0.691509229,0.980030461,0.395579999,0.153877361,2019-05-11,114500,149.233,-53.97983307,48.35200158,2019-05-11 11:45
273,0,202.8625475,127.0689332,14.8550584,3.164150554,2019-05-12,145500,149.233,-53.98047631,48.35171849,2019-05-12 14:55
274,0,40.28667274,36.46649175,15.40191126,1.22095532,2019-05-13,95500,149.233,-53.98024864,48.35229189,2019-05-13 9:55
275,0,80.17890346,116.0995011,52.04716562,1.659943523,2019-05-14,154100,149.233,-53.97907991,48.35210227,2019-05-14 15:41
276,0,40.51398234,52.32615913,10.33560807,1.740603682,2019-05-15,90900,149.233,-53.98041053,48.35184238,2019-05-15 9:09
277,0,176.7746078,131.7698361,52.88310012,2.476455206,2019-05-16,150100,149.233,-53.98000784,48.35212654,2019-05-16 15:01
278,1,0,0,0,0,2019-05-17,152500,149.233,-53.97520665,48.35349578,2019-05-17 15:25
279,0,0.562551782,0.867361734,0.344199073,0.142817017,2019-05-18,83000,149.233,-53.98008892,48.35272033,2019-05-18 8:30
280,0,4166.681185,3821.226057,2670.348113,126.7045952,2019-05-19,151300,149.233,-53.9781361,48.35283869,2019-05-19 15:13
281,0,11.10633163,18.47211369,6.178175204,0.669561626,2019-05-20,193100,149.233,-53.98062232,48.35241264,2019-05-20 19:31
282,0,28.88878304,15.51145085,-0.076252002,1.535653328,2019-05-21,60800,149.233,-53.98192029,48.35177915,2019-05-21 6:08
283,0,0.04152076,0.02606608,0.008948093,0.053757906,2019-05-22,61300,149.233,-53.98182628,48.35208637,2019-05-22 6:13
284,0,6.43859322,10.00980436,3.940120179,0.489792481,2019-05-23,92700,149.233,-53.98028756,48.35277537,2019-05-23 9:27
285,0,2.011258274,4.884769721,2.002519959,0.23279126,2019-05-24,195800,149.233,-53.97958535,48.35274793,2019-05-24 19:58
286,0,50.96104839,88.26998908,35.68359164,1.338612436,2019-05-25,71700,149.233,-53.98058207,48.35299687,2019-05-25 7:17
287,0,273.5355918,252.8462558,221.8274409,3.934363023,2019-05-26,162500,149.233,-53.98257095,48.35231566,2019-05-26 16:25
288,0,44.70905048,52.16136779,41.7754159,0.70595017,2019-05-27,172200,149.233,-53.98058679,48.35306177,2019-05-27 17:22
289,0,36.90945545,97.77971815,40.92380722,0.871134564,2019-05-28,94900,149.233,-53.97887062,48.35273446,2019-05-28 9:49
290,0,225.0710219,478.3266059,117.2010761,121.6061921,2019-06-11,64700,149.233,-53.97979781,48.35187135,2019-06-11 6:47
291,0,125.0486059,106.3620803,81.30071829,1.495699527,2019-06-12,63200,149.233,-53.97905381,48.35176895,2019-06-12 6:32
292,0,35.99548131,41.17848948,5.901285743,1.722035251,2019-06-13,61100,149.233,-53.98076048,48.3518071,2019-06-13 6:11
293,0,98.07773489,125.682286,32.11123607,2.240218088,2019-06-14,194300,149.233,-53.97925961,48.35130623,2019-06-14 19:43
294,0,10.41337963,15.96304549,3.225211411,0.926755112,2019-06-16,192900,149.233,-53.98005234,48.35160337,2019-06-16 19:29
295,0,21.65815105,23.82201361,7.790274548,1.112458587,2019-06-17,55800,149.233,-53.9809497,48.35232256,2019-06-17 5:58
296,0,120.7358699,116.8230536,-3.934354267,3.468230545,2019-06-18,195800,149.233,-53.98134474,48.35166704,2019-06-18 19:58
297,0,0.165100834,0.099199486,0.06994215,0.0526031,2019-06-19,72100,149.233,-53.98087984,48.35280505,2019-06-19 7:21
298,0,615.3688084,716.0351004,624.575961,1.021436086,2019-06-20,113300,149.233,-53.9781186,48.35427551,2019-06-20 11:33
299,0,207.8273739,356.9635313,174.0556159,2.027394258,2019-06-21,52200,149.233,-53.97913934,48.35311782,2019-06-21 5:22
300,0,38.93798191,146.2116237,30.22009746,3.638557268,2019-06-24,201400,149.233,-53.98178928,48.35044508,2019-06-24 20:14
301,0,184.9019654,248.6544056,167.6193674,2.673223907,2019-06-25,52600,149.233,-53.98220978,48.35312282,2019-06-25 5:26
302,0,30.47729019,48.01480283,12.52466146,1.643338538,2019-06-26,53200,149.233,-53.98091447,48.3517423,2019-06-26 5:32
303,0,9.429545201,34.86112488,2.250199253,1.322390183,2019-06-27,55100,149.233,-53.98011693,48.35102109,2019-06-27 5:51
304,0,30.24336377,13.04083691,14.58144957,0.605144148,2019-06-28,60800,149.233,-53.97984541,48.35208623,2019-06-28 6:08
305,0,144.7922727,113.0108466,48.88861743,2.148858975,2019-07-10,63000,149.233,-53.97985603,48.35219018,2019-07-10 6:30
306,0,3.284347351,4.69239676,2.071502334,0.356207509,2019-07-13,190600,149.233,-53.97906271,48.35187972,2019-07-13 19:06
307,0,176.5551843,243.4708408,78.77032451,2.963402358,2019-07-22,184300,149.233,-53.98030348,48.352368,2019-07-22 18:43
308,0,0.254369706,0.479701687,0.185115134,0.11056339,2019-07-29,201200,149.233,-53.97968859,48.35191704,2019-07-29 20:12
309,0,178.2393763,284.596216,97.39017533,3.161797429,2019-08-26,182800,149.233,-53.97945694,48.35172071,2019-08-26 18:28
310,0,0.450466236,1.635283802,0.775319398,0.035247451,2019-08-27,64000,149.233,-53.97728047,48.35485786,2019-08-27 6:40
311,0,29.7796694,41.01316039,14.2585859,1.17584879,2019-08-28,184400,149.233,-53.9801461,48.35236688,2019-08-28 18:44
312,0,123.1368348,253.4713721,113.2235503,1.858171013,2019-08-29,63300,149.233,-53.9793618,48.35245156,2019-08-29 6:33
313,0,0.390458705,0.808165364,0.106003435,0.176279294,2019-08-30,102400,149.233,-53.9807931,48.35190787,2019-08-30 10:24
314,0,8.443476235,25.04806714,5.106317582,1.628239536,2019-08-31,64500,149.233,-53.98179818,48.35082261,2019-08-31 6:45
315,0,48.26157592,173.4616424,32.09228753,2.069318323,2019-09-01,85500,149.233,-53.98122857,48.35195274,2019-09-01 8:55
316,0,468.6310664,1554.083689,-811.9876862,1.878373055,2019-05-10,155500,149.294,-53.98496559,48.35358074,2019-05-10 15:55
317,1,0,0,0,0,2019-05-12,92500,149.294,-53.9842952,48.35188226,2019-05-12 9:25
318,1,0,0,0,0,2019-05-13,115100,149.294,-53.98562937,48.35203139,2019-05-13 11:51
319,1,0,0,0,0,2019-05-14,130800,149.294,-53.98459041,48.35183407,2019-05-14 13:08
320,0,312.234673,20.66231171,14.61539263,1.726792241,2019-05-15,141200,149.294,-53.98669564,48.3513934,2019-05-15 14:12
321,0,6.664382224,11.06878732,-1.246991183,1.108525826,2019-05-16,101700,149.294,-53.98652194,48.35131346,2019-05-16 10:17
322,0,33.00372825,12.08487215,-1.01988536,2.443688493,2019-05-17,102000,149.294,-53.98475178,48.35151061,2019-05-17 10:20
323,0,0.066691118,0.011883599,-0.005866907,0.062377779,2019-05-18,84500,149.294,-53.98520603,48.35164949,2019-05-18 8:45
324,0,1190.555372,3490.345216,-1955.372976,1.398567346,2019-05-19,161300,149.294,-53.98565731,48.35461552,2019-05-19 16:13
325,0,266.576619,26.82924958,39.45771352,1.772236322,2019-05-21,193100,149.294,-53.98667296,48.35112559,2019-05-21 19:31
326,0,0.12282946,0.027568952,0.003519812,0.14853143,2019-05-22,61700,149.294,-53.98441557,48.35179282,2019-05-22 6:17
327,0,37546.68303,23520.29386,30190.13146,60.00453124,2019-05-23,100300,149.294,-53.98360597,48.35190787,2019-05-23 10:03
328,0,1.825717139,8.408303407,0.157657007,1.150223072,2019-05-26,170000,149.294,-53.98216192,48.35042041,2019-05-26 17:00
329,0,164.9189847,27.57595371,-42.19937501,1.956556433,2019-05-27,172000,149.294,-53.9854864,48.35194323,2019-05-27 17:20
330,0,5.814292695,26.5949418,0.330527229,1.007363442,2019-06-11,55000,149.294,-53.98300903,48.35162429,2019-06-11 5:50
331,1,0,0,0,0,2019-06-12,74500,149.294,-53.9842962,48.35135099,2019-06-12 7:45
332,0,158449.5508,58975.78842,100411.0649,60.54352636,2019-06-14,202700,149.294,-53.98598183,48.3527002,2019-06-14 20:27
333,0,47.09114082,192.384789,-69.71748181,2.658021972,2019-06-16,142100,149.294,-53.98258747,48.35079929,2019-06-16 14:21
334,0,20.60759562,79.73133129,13.02752328,5.286993868,2019-06-17,201900,149.294,-53.98365923,48.35062046,2019-06-17 20:19
335,1,0,0,0,0,2019-06-19,63900,149.294,-53.97996914,48.34979006,2019-06-19 6:39
336,1,0,0,0,0,2019-06-20,110000,149.294,-53.98392811,48.35115378,2019-06-20 11:00
337,0,4.774715901,4.034815403,0.619677919,0.518574368,2019-06-25,54100,149.294,-53.98230878,48.35235222,2019-06-25 5:41
338,0,153.5920219,51.27513263,-72.00352304,1.136073695,2019-06-26,61200,149.294,-53.98388724,48.35185161,2019-06-26 6:12
339,1,0,0,0,0,2019-06-28,63700,149.294,-53.9835551,48.35145059,2019-06-28 6:37
340,1,0,0,0,0,2019-07-09,172000,149.294,-53.98433839,48.35159375,2019-07-09 17:20
341,0,1.36413722,1.289946051,0.644108564,0.390806623,2019-07-13,194400,149.294,-53.98276811,48.35224709,2019-07-13 19:44
342,1,0,0,0,0,2019-08-26,175900,149.294,-53.98385237,48.35181807,2019-08-26 17:59
343,0,2.846554472,0.924193052,1.113074879,0.697908067,2019-08-28,113500,149.294,-53.98461313,48.35099502,2019-08-28 11:35
344,1,0,0,0,0,2019-08-29,190700,149.294,-53.98523156,48.35297469,2019-08-29 19:07
345,1,0,0,0,0,2019-08-30,114600,149.294,-53.98836944,48.35267253,2019-08-30 11:46
346,1,0,0,0,0,2019-09-01,85700,149.294,-53.98468005,48.35161259,2019-09-01 8:57
347,0,11.55493543,54.36929581,2.501411799,1.304063942,2019-05-11,154300,149.423,-53.9826625,48.35178753,2019-05-11 15:43
348,0,708.9083256,938.3203413,719.7285057,15.51682727,2019-05-12,103900,149.423,-53.98363512,48.35046375,2019-05-12 10:39
349,0,260.7460246,1037.924891,-438.9517173,2.995422752,2019-05-13,105100,149.423,-53.98280375,48.35160458,2019-05-13 10:51
350,0,0.013804534,0.107429294,0.019305234,0.08231496,2019-05-14,143500,149.423,-53.98376012,48.3508139,2019-05-14 14:35
351,1,0,0,0,0,2019-05-15,145600,149.423,-53.983953,48.35198436,2019-05-15 14:56
352,1,0,0,0,0,2019-05-17,102400,149.423,-53.98256803,48.34974746,2019-05-17 10:24
353,0,5.683394336,1.12200681,0.247000319,0.999921292,2019-05-18,91000,149.423,-53.98318025,48.35175141,2019-05-18 9:10
354,1,0,0,0,0,2019-05-19,164200,149.423,-53.98269634,48.3517599,2019-05-19 16:42
355,0,31.44544603,165.1503317,-51.49706564,2.534242791,2019-05-20,191500,149.423,-53.98373796,48.35102866,2019-05-20 19:15
356,0,16.07830289,7.364730694,0.691739171,2.236088553,2019-05-21,193400,149.423,-53.98292293,48.3510046,2019-05-21 19:34
357,0,58.95902276,30.54642431,-1.936713377,4.430328412,2019-05-23,91300,149.423,-53.98298503,48.35134614,2019-05-23 9:13
358,0,49.28435587,165.7881601,-73.44235142,2.99047972,2019-05-24,195900,149.423,-53.98267003,48.35049202,2019-05-24 19:59
359,1,0,0,0,0,2019-05-25,61700,149.423,-53.98285314,48.35204464,2019-05-25 6:17
360,0,7.192070683,50.86530006,7.197932338,1.116920255,2019-05-26,154200,149.423,-53.98338336,48.35205211,2019-05-26 15:42
361,0,320.8755516,389.2359328,90.64238889,5.921543784,2019-05-27,185300,149.423,-53.98273458,48.35162181,2019-05-27 18:53
362,0,20.55549502,57.79119902,5.81851689,1.692027372,2019-05-28,105400,149.423,-53.98305207,48.35142465,2019-05-28 10:54
363,0,17.82036398,48.61712618,6.438426264,1.795654501,2019-06-11,54300,149.423,-53.98223532,48.35137629,2019-06-11 5:43
364,1,0,0,0,0,2019-06-12,63900,149.423,-53.98293185,48.35112664,2019-06-12 6:39
365,0,11.87764704,31.15279477,1.077264829,1.21323241,2019-06-13,195500,149.423,-53.98099244,48.35117763,2019-06-13 19:55
366,0,0.001428439,0.000572709,-0.000211815,0.0183674,2019-06-16,141600,149.423,-53.98285745,48.35117043,2019-06-16 14:16
367,0,10.54134615,24.73622515,-14.53848135,0.649244957,2019-06-17,192600,149.423,-53.9833063,48.3507937,2019-06-17 19:26
368,0,69.55126732,66.22379838,-33.31223356,3.347776606,2019-06-18,200700,149.423,-53.98259294,48.35080141,2019-06-18 20:07
369,1,0,0,0,0,2019-06-19,63400,149.423,-53.98128718,48.34916323,2019-06-19 6:34
370,0,35.83785227,22.00845721,23.56609285,5.110594197,2019-06-20,114800,149.423,-53.98367892,48.35118611,2019-06-20 11:48
371,0,3.843534313,1.173424584,1.383158461,0.415085446,2019-06-21,180800,149.423,-53.98366704,48.3523416,2019-06-21 18:08
372,0,364.0066461,633.158498,-332.1121498,4.090907638,2019-06-24,192400,149.423,-53.98291983,48.35151828,2019-06-24 19:24
373,0,1736.271671,11190.58835,-4320.548891,9.079419157,2019-06-25,52700,149.423,-53.98257199,48.35027554,2019-06-25 5:27
374,0,2.646238943,8.128594054,-3.799336334,0.644909688,2019-06-26,52800,149.423,-53.98270522,48.35052504,2019-06-26 5:28
375,1,0,0,0,0,2019-06-28,63400,149.423,-53.9835709,48.35098394,2019-06-28 6:34
376,1,0,0,0,0,2019-07-10,71100,149.423,-53.98390856,48.35112634,2019-07-10 7:11
377,1,0,0,0,0,2019-08-26,172400,149.423,-53.98244466,48.35052815,2019-08-26 17:24
378,0,9.711249858,183.5339814,-1.196472005,0.773224276,2019-08-27,70700,149.423,-53.98248202,48.35307687,2019-08-27 7:07
379,1,0,0,0,0,2019-08-28,184800,149.423,-53.98335376,48.35099288,2019-08-28 18:48
380,1,0,0,0,0,2019-08-29,65100,149.423,-53.98338385,48.35178245,2019-08-29 6:51
381,0,798.9707045,1052.559415,-907.5361817,0.422482714,2019-08-31,185700,149.423,-53.9867153,48.35447951,2019-08-31 18:57
382,1,0,0,0,0,2019-09-01,92500,149.423,-53.98298236,48.35130679,2019-09-01 9:25
383,1,0,0,0,0,2019-05-11,100400,149.513,-53.98233655,48.34985102,2019-05-11 10:04
384,0,2.555884574,2.854365203,1.235869958,0.726778853,2019-05-12,151900,149.513,-53.98181781,48.35061251,2019-05-12 15:19
385,0,310.0205483,663.404799,118.3610288,123.1772862,2019-05-13,91000,149.513,-53.97992737,48.35115466,2019-05-13 9:10
386,0,48.29575118,38.61959937,26.49872497,0.793072994,2019-05-14,161900,149.513,-53.97801772,48.35225034,2019-05-14 16:19
387,0,33.46534829,66.24689832,15.59092156,1.393503851,2019-05-15,141600,149.513,-53.97990959,48.35203514,2019-05-15 14:16
388,0,23.84279238,42.35948369,10.00482239,1.485528968,2019-05-16,143000,149.513,-53.97972928,48.35128373,2019-05-16 14:30
389,0,75.68399749,421.4229516,156.1848732,0.901016538,2019-05-17,145100,149.513,-53.97881718,48.35275562,2019-05-17 14:51
390,0,114.2130531,179.1296162,83.934706,1.698929657,2019-05-18,103800,149.513,-53.97918835,48.3527304,2019-05-18 10:38
391,0,17.24511613,24.3903264,10.48605707,0.918576633,2019-05-19,152100,149.513,-53.98146147,48.35275152,2019-05-19 15:21
392,0,41.82160941,66.55589856,3.806113335,2.3989945,2019-05-20,201100,149.513,-53.98136407,48.35138383,2019-05-20 20:11
393,0,129.0724264,182.0769916,56.64331042,2.585491409,2019-05-21,184500,149.513,-53.98012036,48.35223519,2019-05-21 18:45
394,0,59.11329459,88.05434111,33.96589512,1.579667005,2019-05-22,184800,149.513,-53.97943209,48.35210296,2019-05-22 18:48
395,0,21.35229735,34.48300986,14.91427146,1.189179179,2019-05-23,104300,149.513,-53.979148,48.35102155,2019-05-23 10:43
396,0,2.007304275,2.495281913,0.778860814,0.330391385,2019-05-24,194600,149.513,-53.98056758,48.35230586,2019-05-24 19:46
397,0,2.832534738,4.030264322,1.02122292,0.431010361,2019-05-25,53800,149.513,-53.98006672,48.35188698,2019-05-25 5:38
398,0,7.019847443,16.79851142,7.715619677,0.434643776,2019-05-26,155400,149.513,-53.97921793,48.35200902,2019-05-26 15:54
415,0,9.054543275,3.371253594,3.467576069,0.805512211,2019-05-11,115200,149.594,-53.9824616,48.3518617,2019-05-11 11:52
416,0,23.23474614,104.8237588,38.38456082,0.454378782,2019-05-12,151700,149.594,-53.97893686,48.35457111,2019-05-12 15:17
417,0,20.41835451,179.8522095,-6.454236333,1.790100763,2019-05-13,101100,149.594,-53.98139229,48.35154289,2019-05-13 10:11
418,0,0.777470173,4.606958426,1.305983092,0.119043433,2019-05-14,143600,149.594,-53.97975265,48.35358203,2019-05-14 14:36
419,0,13.03584514,92.49426332,12.04853641,1.466191101,2019-05-15,93400,149.594,-53.98323037,48.35218668,2019-05-15 9:34
420,0,2.610940195,28.41406251,4.25122143,0.24407725,2019-05-16,100700,149.594,-53.98137023,48.35501096,2019-05-16 10:07
421,0,148.8446649,345.9819538,169.2366716,2.761841977,2019-05-17,92000,149.594,-53.98249697,48.35336081,2019-05-17 9:20
422,0,7.339354727,20.16991969,9.007424789,0.256355622,2019-05-18,92800,149.594,-53.97963163,48.35457427,2019-05-18 9:28
423,0,6.775319271,14.66109092,9.002046249,0.227869719,2019-05-19,172000,149.594,-53.98065625,48.35372258,2019-05-19 17:20
424,0,201.8559936,503.0561423,257.858955,3.3873054,2019-05-20,61300,149.594,-53.98255898,48.35277313,2019-05-20 6:13
425,0,55.36195145,197.4892205,71.98759564,0.932914898,2019-05-21,192900,149.594,-53.97901307,48.35350797,2019-05-21 19:29
426,1,0,0,0,0,2019-05-22,192200,149.594,-53.98234954,48.3529909,2019-05-22 19:22
427,0,4.270051926,15.79521291,6.322571662,0.210348882,2019-05-23,101300,149.594,-53.97892414,48.35411047,2019-05-23 10:13
428,1,0,0,0,0,2019-05-24,194300,149.594,-53.98304691,48.35228248,2019-05-24 19:43
429,0,14.87558315,17.45628928,11.70717163,0.349714987,2019-05-25,61200,149.594,-53.97873545,48.35409147,2019-05-25 6:12
430,0,5.533737912,50.15254382,1.129101991,0.907373051,2019-05-26,170300,149.594,-53.98111049,48.35158995,2019-05-26 17:03
431,0,286.0638801,466.7503976,268.6791414,2.988744307,2019-05-27,180500,149.594,-53.98152767,48.35307225,2019-05-27 18:05
432,0,61.00436065,194.5543767,3.23562344,2.390742202,2019-05-28,105800,149.594,-53.98207223,48.35188137,2019-05-28 10:58
433,0,48.35349452,124.8849443,50.69094403,0.958921138,2019-06-11,63900,149.594,-53.97982735,48.35377628,2019-06-11 6:39
434,0,63.48534532,97.37523985,68.89549899,0.876367695,2019-06-12,53300,149.594,-53.98091104,48.35320131,2019-06-12 5:33
435,0,39.21875688,73.90217145,29.76079243,1.269610487,2019-06-13,53400,149.594,-53.98128733,48.35303308,2019-06-13 5:34
436,0,39.77576752,47.54148493,31.80369912,1.677521249,2019-06-14,201900,149.594,-53.98270047,48.35239757,2019-06-14 20:19
437,0,16.88710317,55.13712014,9.967378343,0.966334174,2019-06-16,193700,149.594,-53.98161218,48.35273503,2019-06-16 19:37
438,0,223.8359173,611.4815733,256.0571844,1.836069967,2019-06-17,52700,149.594,-53.97950405,48.35401023,2019-06-17 5:27
439,0,0.311884867,0.606042426,0.250690924,0.122587222,2019-06-18,195600,149.594,-53.98176745,48.35295513,2019-06-18 19:56
440,0,0.042735009,0.074350405,0.041635267,0.029363148,2019-06-19,64200,149.594,-53.98114865,48.35388453,2019-06-19 6:42
441,0,131.2144025,132.0066157,114.3743337,0.672038708,2019-06-20,105300,149.594,-53.977221,48.35338567,2019-06-20 10:53
442,0,2.668621111,62.08351971,9.105516301,0.215711304,2019-06-21,53600,149.594,-53.98248768,48.35584889,2019-06-21 5:36
443,0,79.80069819,349.7576338,113.6049434,1.478106894,2019-06-24,194100,149.594,-53.98156833,48.35363313,2019-06-24 19:41
444,0,28.58937121,180.7686285,59.62463332,0.330080033,2019-06-25,195800,149.594,-53.97822946,48.35678629,2019-06-25 19:58
445,0,2.075546622,4.912811545,2.109415588,0.193847003,2019-06-26,52100,149.594,-53.97960514,48.35369333,2019-06-26 5:21
446,0,451.774171,1601.898392,603.569314,4.291860445,2019-06-27,55400,149.594,-53.9823501,48.35388359,2019-06-27 5:54
447,0,33.62255521,58.35688009,24.23049851,1.216010628,2019-06-28,63500,149.594,-53.98139956,48.35293861,2019-06-28 6:35
448,0,20.69730701,40.192948,17.67077317,1.817660173,2019-07-09,182200,149.594,-53.98110762,48.35070495,2019-07-09 18:22
449,0,4.14917936,15.39952623,5.601729526,0.546776769,2019-07-13,191000,149.594,-53.97967331,48.35119162,2019-07-13 19:10
450,0,29.95738677,66.09837584,23.90489866,0.851217794,2019-07-22,191400,149.594,-53.97967288,48.35329267,2019-07-22 19:14
451,0,1704.621162,634.2569274,949.657852,2.616722886,2019-06-11,60000,150.032,-53.98734085,48.34945173,2019-06-11 6:00
452,0,275.1535756,310.9056301,251.7009888,1.852506858,2019-06-12,71700,150.032,-53.98839492,48.35063697,2019-06-12 7:17
453,0,10.18677748,53.05387672,-18.2715798,0.61801498,2019-06-13,193500,150.032,-53.98020889,48.34736636,2019-06-13 19:35
454,1,0,0,0,0,2019-06-14,195700,150.032,-53.98177701,48.34752636,2019-06-14 19:57
455,0,680.4827921,152.3417803,301.6894386,0.473999545,2019-06-16,141900,150.032,-53.9919926,48.3481852,2019-06-16 14:19
