,COV.x.y,cpid,pid.x,COV.x.x,COV.y.y,id.x,pid.y,id.y,indiv,obs_id,date,long,lat
143,38.79185237,"149.003,19",19,625.0080006,185.2827212,149.003,19,149.003,149.003,19,2018-07-22 11:04,-53.98239669,48.35175582
144,-42.91982359,"149.003,20",20,548.5922345,233.438728,149.003,20,149.003,149.003,20,2018-07-23 14:06,-53.98208558,48.35177185
145,49.60242916,"149.003,21",21,219.2392684,448.0546206,149.003,21,149.003,149.003,21,2018-07-24 17:00,-53.98269247,48.35101417
146,-45.18648423,"149.003,22",22,119.1176529,207.7918641,149.003,22,149.003,149.003,22,2018-07-26 19:58,-53.98242477,48.3504436
147,-99.67358071,"149.003,23",23,466.1011887,359.9479112,149.003,23,149.003,149.003,23,2018-07-27 13:43,-53.9817921,48.35150548
148,77.90020496,"149.003,24",24,72.31252238,269.4847492,149.003,24,149.003,149.003,24,2018-07-28 9:15,-53.98371668,48.35063803
149,26.5736607,"149.003,25",25,95.3428523,263.3246054,149.003,25,149.003,149.003,25,2018-07-29 19:01,-53.9819704,48.3503853
150,350.1608025,"149.003,26",26,609.8936348,1065.496317,149.003,26,149.003,149.003,26,2018-07-30 8:44,-53.97960916,48.3510496
151,-44.84307375,"149.003,27",27,251.7683446,209.2548771,149.003,27,149.003,149.003,27,2018-08-01 16:45,-53.9825204,48.35125838
152,34.55711054,"149.003,28",28,557.3532982,498.0302515,149.003,28,149.003,149.003,28,2018-08-02 17:43,-53.98128201,48.3518688
153,-17.92621464,"149.003,29",29,181.3062189,222.5255386,149.003,29,149.003,149.003,29,2018-08-03 9:10,-53.98078959,48.35035703
154,350.0006178,"149.053,1",1,1301.469361,1913.905756,149.053,1,149.053,149.053,1,2018-06-18 16:20,-53.98489979,48.35027307
155,-173.9466059,"149.053,2",2,931.6679358,2087.993883,149.053,2,149.053,149.053,2,2018-06-21 8:45,-53.98444948,48.35044877
156,-4.693057661,"149.053,3",3,3148.842281,10198.28689,149.053,3,149.053,149.053,3,2018-06-23 10:31,-53.98380508,48.34750441
157,-185.0563916,"149.053,4",4,659.1409276,291.6621242,149.053,4,149.053,149.053,4,2018-07-01 15:00,-53.98398469,48.35019638
158,-171.2980917,"149.053,5",5,2002.226949,397.5315731,149.053,5,149.053,149.053,5,2018-07-02 11:50,-53.98251876,48.34972968
159,-265.2407999,"149.053,6",6,971.6126159,2527.73509,149.053,6,149.053,149.053,6,2018-07-03 12:33,-53.98414154,48.35024344
160,17.37600148,"149.053,7",7,1027.961272,2206.355164,149.053,7,149.053,149.053,7,2018-07-04 10:17,-53.98437932,48.34998733
161,-271.6622691,"149.053,8",8,804.5439911,2361.484954,149.053,8,149.053,149.053,8,2018-07-05 9:39,-53.98417907,48.35026011
162,360.1510984,"149.053,9",9,447.1906915,1646.137841,149.053,9,149.053,149.053,9,2018-07-07 17:05,-53.98414188,48.35136251
163,-178.7802043,"149.053,10",10,1165.339622,1768.280406,149.053,10,149.053,149.053,10,2018-07-08 17:50,-53.98394401,48.35015027
164,56.45370011,"149.053,11",11,439.5571276,615.7714981,149.053,11,149.053,149.053,11,2018-07-09 17:35,-53.98389876,48.35087076
165,659.1612834,"149.053,12",12,2017.219053,614.4090548,149.053,12,149.053,149.053,12,2018-07-10 14:48,-53.98513125,48.35064021
166,-434.8793451,"149.053,13",13,1028.448241,1790.886209,149.053,13,149.053,149.053,13,2018-07-11 16:10,-53.98361994,48.3499772
