"","X149.093","X149.124","X149.173","X149.213","X149.233","X149.294","X149.394","X149.423","X149.452","X149.513","X149.535","X149.594","X149.613","X149.633","X149.673","X150.032","X150.052","X150.072","X150.091","X150.111","X150.132","X150.154","X150.173","X150.191","X150.232","X150.273","X150.314","X150.332","X150.373","X150.392","VAAN_CN","VAAN_CP","Plot"
"1",0.00573717302496186,0.0121262770544563,0.00196523886872285,0,0.206806156547402,0,0,0,0,0.12068018627414,0.000538050349362317,0.414250772007312,0.379753979036625,0.206276012734204,0,0,0,0,0.583244125211402,0.550498759620112,0,0,0.0632072645644213,0,0,0,0.00676963347844492,0.188595857186233,0,0,47.6834409812647,1204.9185542898,"CS_01"
"2",0.000913351045091498,0.0193649140580888,0.000746918485629716,0,0.628419263051824,0,0,0,0,0.585201509738757,0.0405289932759054,0.133424434324308,0.215483472906036,0.265549963322268,0,0,0,0,0.204677443760295,0.207700713816179,0,0,0.0412014213795828,0,0,0,0.0877112947746924,0.0808512515244567,0,0,46.7276711484934,1233.89916595173,"CS_03"
"3",0,0,0,0,0,0,6.02169985385727e-05,3.63685878501485e-08,0,0,0,5.26725558765131e-12,0,0.000555792173447563,0,0.118256857523218,0,0,0,0,0,0,0.000269323305324395,0.00012009289652063,0,0.0847808425752713,0,0,0,0,46.4892061061179,1527.29984267532,"CS_04"
"4",0.0183112270863261,0.000186028250332897,0.00307819341440634,0,0.0247065775441809,0,0,0,0,0.011142463617486,7.13485798494249e-05,0.576318838513037,0.251662600807215,0.169727502577196,0,0,0,0.00164888232731661,0.503935261953676,0.313241662597822,0,0,0.0593073981307783,0,0,0,0,0.211146770740366,0,0,47.573908872207,1208.2397587523,"CS_05"
"5",0.000125186398010506,0.0620858466934297,0.000148514307874012,0,0.79910165941037,0,3.74766169928517e-06,0,0,0.986852289706483,0.107231332279549,0.0797673126568581,0.0697389116916433,0.323580845466787,0,0,0,0,0.0654334337252607,0.0896239465412274,0,0,0.0351385368327768,0,0,7.05691711361951e-05,0.209665473885357,0.0186684877195543,0,0,46.8267350818662,1230.89531081012,"CS_06"
"6",3.86451634064385e-06,0.0217273083274642,9.00252053967482e-06,0,0.340500621156653,3.54962213584672e-06,2.832835172e-05,0,0,0.641907495739995,0.128033197897444,0.0697758587267061,0.00827847082673312,0.266777662329562,0,0,0,0,0.0451697174385327,0.024357267609314,0,8.6203293264433e-06,0.0295553194167515,0,0,0.013251607291979,0.0442665788795264,0.00395161195565535,0,4.16668777155306e-12,47.2070375778285,1219.36392529247,"CS_07"
"7",0.0248652592162512,0.268474868927702,0,0,0.0945196895772164,0,1.26596065391039e-05,0,0,0.0312681722783773,0.010700939348069,0.928445679357799,0.801005841959472,0.482755490798863,0,0,0,0.114864637611404,0.976383606603051,0.932305314716748,0,0,0.0982598598533329,0,0,0,0.0643508809968407,0.660553315619183,0,0,47.4670982722798,1497.648511407,"CS_08"
"8",0.010686108158964,0.260391861131066,0,0,0.443788365376692,1.54857400128587e-07,0.000113460481573286,0,0,0.308542954143721,0.0840465151742418,0.605435090541883,0.464097047210059,0.72733785400291,0,0,0,0,0.55778810019989,0.611336801874713,0,0,0.11502795243212,0,0,0,0.698384262106364,0.393111084991015,0,5.25002659215686e-10,46.7035664196837,1458.66575964238,"CS_09"
"9",5.67572371846269e-05,0.0309011906724284,0,0,0.0874018653588917,0.0172217273247634,0.00157068851901221,0.00560892833629194,0,0.148979749842573,0.395779940604551,0.0916174092776029,0.000721454904751315,0.184204880838699,0,7.83130754921085e-05,0,0,0.00843935627002516,0.0396313840602515,4.36923041147366e-07,0.0773528537691301,0.12169589388639,0.000809947679548092,4.38084479424865e-05,0.0208587601750239,0.000405670012402338,0.0179175845478724,0.0246710322831721,0.00186749203134403,47.1830037100379,1506.26276012652,"CS_10"
"10",0.00346025278213005,0.232584718686762,0,0,0.749818650067858,4.58172326056169e-05,0.000406597315280687,0,0,0.463861409620864,0.428212394487381,0.277223260347491,0.130114848533174,0.776536501737942,0,0,0,0,0.17720346077329,0.150782081917174,0,0,0.152310149963382,0,0,0.00641554032773264,0.813228972241554,0.182968567393475,0.000192938197009609,9.36673452722136e-05,47.2916163312161,1494.05109567836,"CS_11"
"11",0.0443085286564365,0.00776601336744465,0,0,0.00115833196907727,0,0,0,0,0.000320986613684607,0.0246553904053339,0.601172231816027,0.469237979030188,0.302924854203318,0,0,0,0,0.683633604986626,0.319288206912316,0,0,0.0686962446613142,0,0,0,0.000169017305934081,0.648109688096551,0,0,47.3321134926686,1501.74146961556,"CS_12"
"12",0,0.000150826681509231,0,0,0.00813334391888262,0.0178402966893452,0.00263327784720516,0.00239935539576091,0,0.0201819519352915,0.0195509406674734,0.0192876499855548,1.83379747011257e-05,0.0252474844579713,0,0.0228249135486611,0,0,0.000292799305276243,0.00124360545514278,0.000168128184961181,0.547286993269062,0.094462462496902,0.0140925046974154,1.83005706642175e-06,0.082451126701627,0,0.00404283279973085,0.0505362877092382,0.00126318542599775,47.4845657348633,1210.94873046875,"CS_13"
"13",0.000554743176475744,0.16904004382195,0,0,0.311246965899261,0.00117170352120307,0.000946644786348161,0.00141666273589237,0,0.307811468181846,0.90750783990133,0.163232856378851,0.00990122514979117,0.452342723709787,0,0,0,0,0.048424184022841,0.0977180867131388,2.48017160486464e-10,0.00299725692241276,0.155065744219124,7.2801687909445e-06,0,0.0342336446768199,0.0647838385888401,0.0591747022800129,0.00194765147973935,0.00089126606856039,46.7324174040006,1519.92520977736,"CS_14"
"14",0.0154674605145528,0.503892509992498,0,0,0.159709774098107,0.0296910821469491,0.0049980880799479,0.0214280838822857,0,0.0667493566879544,0.748469563967438,0.384263768728651,0.064271919415095,0.631041182396013,0,0,0,0,0.115325347232902,0.0844047804992372,0.00112645876687541,5.46131499550026e-05,0.496721425412963,0.000140644583175086,0,0.00160596619010158,0.0215070975178498,0.389209449491107,0.107707814843616,0.0243403967779674,46.4401736577968,1528.78655984765,"CS_15"
"15",0.0780313466843725,0.223643327038433,0,0,0.0560080122324597,0.000201875989989,0.000587853421408581,0,0,0.0584807650836291,0.0148195527666594,0.932619843038868,0.801959335448621,0.774924915960021,0,0,0,0,0.752227998961552,0.612315592682215,3.92432215959595e-10,0,0.149566904920547,0,0,0,0.0441629645685566,0.909690725040604,0,0.000142782903771964,47.2965011548355,1493.15667962565,"CS_16"
"16",0.0489970198177404,0.943829109030967,0,0,0.123496958175387,0.0107921473963492,0.00210118296609006,0.000352766338806275,0,0.0840283419105608,0.164213767506961,0.81542799666519,0.231759528936353,0.959049055694613,0,0,0,0.0232592501954084,0.428529023279898,0.320854585188553,1.71682109188879e-05,0,0.331572488556478,0,0,1.28439526252928e-05,0.0970708924438796,0.701686933461937,0.00731572823163438,0.00424620944934206,47.4454867286146,1262.51553341159,"CS_17"
"17",0.0749776243137903,0.000133629858661504,0,0,6.79018897517121e-05,0,9.69852059052888e-07,0,0,0,0.0308817941241506,0.238842221078443,0.278424049372566,0.244308674811237,0,0,0,0,0.270884095689183,0.0868910742311075,0,0,0.0317751960138949,0,0,0,0,0.734163537743907,0,0,47.1359549716901,1507.68931348371,"CS_18"
"18",0.00374717311273991,0.0546244633752823,0,0,0.0727237870589951,0.0618095714358502,0.0106141506745421,0.159396385756565,0,0.0706612841762928,0.584036520843412,0.152948941042393,0.0414463136464193,0.246423417890387,0,0,0,0,0.0133224178544927,0.0780155424252493,0.0127581918704848,0.0673914385961411,0.541063197492763,0.00473729992112588,4.19556215533645e-06,0.000167106086490257,0.000208078048214492,0.194823729913769,0.180670531183788,0.0492773996361657,47.490763229341,1210.76083919147,"CS_19"
"19",0.000257496379254356,0.000252420802230027,0,0,0.0366840220235638,0.0417455916238559,0.018219531765515,0.205471821653647,0,0.037187698653938,0.070829417447069,0.0433859246621354,0.00551814213776317,0.0479005563881856,0,0.00215877149983424,0,0,0.000301750906086842,0.0275606348343714,0.0479294790103583,0.325802887422957,0.364349243697859,0.0814637784252834,0.00220063589728215,3.96105643893511e-05,0,0.0540023205057933,0.282186245384974,0.0184409211782003,47.1266155318251,1221.80249505161,"CS_20"
"20",0.0814123838187459,0.00927873514652376,0,0,0.00504173347673814,0,7.92542148756174e-05,0,0,0.00247549932060305,0.024783207761343,0.532625796946947,0.80354672801356,0.422874496466407,0,0,0,0,0.599099594497323,0.26517160766526,0,0,0.0894612706335526,0,0,0,0.000988225867312567,0.932302716733172,0,0,47.1253812731787,1401.72393820537,"CS_21"
"21",0.0226371877082649,0.0183031003580142,0,0,0.00131015649845221,0.482150303938835,0.0431634960214926,0.666509417560682,0,0.000696637042494768,0.5297143412118,0.107537461911229,0.0932185413043477,0.104367683011705,0,0,0.0038265577428701,0,0.00473523585815874,0.0139485114081333,0.303524998729883,0.000192507201739327,0.978577473700442,0.0943528785330925,0.00178015549370731,0,0,0.315658733202731,0.867166042171919,0.191678859837173,47.4338789330979,1212.48570193558,"CS_22"
"22",0.203658400313909,0,0,0,2.91561020734186e-05,0,0.00039648265744378,0,0,1.48726288499018e-06,0.000387971863643917,0.0716889691360489,0.163685625965633,0.211945990961177,0,0,0,0,0.29790323366207,0.0278753424556506,6.55856736163292e-06,0,0.0290076400333963,0,0,0,0,0.810389116887638,0,0.000116950359037436,47.8182201380756,1219.79181121537,"CS_23"
"23",0.00314530477939575,6.7746860131342e-05,0,0,7.82042134357964e-05,0.171061819037583,0.0744262404882193,0.0821309852411536,0,0.000569136126048652,0.113740742694989,0.0227367777024117,0.0148842152767657,0.01376425151058,0,0.0004362737771807,0.000991454119942769,0,0.000120327024799096,0.00386383266875404,0.300997543193358,0.00755237304903553,0.800896886394228,0.363426741602305,0.00363294125280504,0,0,0.118489824304979,0.929309773283847,0.0652847842409231,47.1468560003363,1221.1887072507,"CS_24"
"24",0.234973557631174,0.00291956793867844,0,0,0.00346029242217678,0.000572107290169968,0.00197508836482899,0.000472764613323314,0,0.000885082847358012,0.00273314258840607,0.156707964487639,0.30374208135531,0.393110558455012,0,0,0,0,0.445958925047531,0.102209739633734,0.00210848073753292,0,0.111485547093723,0,0,0,3.65517809252979e-07,0.904088910088419,0,0.00651443780908564,47.4768137580871,1230.14383478362,"CS_25"
"25",0.200205197774895,0.146975792307644,0,0.000537113121173884,0.0122041343061958,0.0455393361163806,0.00725753286698508,0.0324245747780782,0.019702533528308,0.00143552453231694,0.135874254043132,0.256684168641698,0.189707594354863,0.473209501090989,0,0,0,0,0.291389091915486,0.197705286739343,0.0340933282103571,0,0.346808371710762,2.84706543643388e-05,0,0,2.69640576520474e-05,0.932617246724115,0.00368836752127958,0.0961562983999606,46.140200894713,1270.67216909497,"CS_28"
"26",0.293907155100831,3.06689496905294e-06,0,0,0,0.136710687682999,0.0349169675864635,8.54829106505938e-11,0,0,0.0642270769449458,0.000405446710213853,0.00158045395769806,0.0952064210400108,0,0,0.00128016983495637,0,0.00623296302161479,0.0291977235901439,0.869256733897276,0,0.258716940393412,0.000649148946227063,0,0,0,0.263433221111171,0.00206340010449826,0.814151666641686,46.6186665134837,1256.16428271191,"CS_29"
"27",0.0306266869764062,0,0,0,0,0.541665696884568,0.16444544739641,0,2.53249949779606e-07,0,0.0161094549827801,0.000459048085513084,0.00248477656415982,0.00565188835312319,0.0143239486490018,1.9933794129215e-06,0.851023388439823,0,2.9370156688947e-06,0.00138966751474053,0.46379894517764,0,0.602573713936388,0.23476535983213,0.217880066115294,0,0,0.0561038474829427,0.210779215139232,0.191363368712775,46.3812722586004,1314.92295875112,"CS_30"
"28",0.00236895251273733,0,0,0,0,0.0687972301316009,0.290159010108816,0,0.034231635379695,0,0.000608697251816552,7.21722742198069e-05,8.38797416221234e-05,0.000221023241031359,0.102743413567299,0.00573948279704588,0.373979824914878,0,0,4.07929863461843e-06,0.186374140610663,0,0.418051065153993,0.67043617001188,0,0,0,0.00749687686045392,0.0497077943270134,0.0183530878347003,46.361393972677,1433.22510951174,"CS_31"
"29",0.141710247500965,0,0,0,0,0.474761462872022,0.0810302038195965,0,0,0,0.0682376117451924,0.000468836719586739,0.00399231256726696,0.0472247981786026,5.61446409581299e-05,0,0.167985765248589,0,0.000471074403952544,0.0128628916049279,0.822728633221157,0,0.465443043884569,0.0215732437173321,2.77766325978304e-10,0,0,0.165291512561377,0.0733603166474805,0.630407511880378,46.8318565913484,1249.69998354575,"CS_32"
"30",0.594677221342843,0,0,0,0,0.00244115662496116,0.00290562174009383,0,0,0,0,6.53580878196784e-06,0.000181802129052047,0.0633624410888506,0,0,0,0,0.0417196277776704,0.00711326105934453,0.184542261309611,0,0.0248620801761992,0,0,0,0,0.380807698937887,0,0.0843672633631531,46.7674039754679,1251.65428986409,"CS_33"
"31",0.51507516639341,0,0,0,0,0,0.000512587971296231,0,0,0,0,3.94980340470637e-05,8.54465098881475e-06,0.0165863097940686,0,0,0,0,0.0210570889402188,4.28269613337327e-05,0.030071082334741,0,0.0131901167870307,0,0,0,0,0.411260345354177,0,0.00537993599600043,46.6946647576947,1253.8598211704,"CS_34"
"32",0.48193507998065,0,0,0,0,0.0627129632090657,0.0113057404360102,1.55338756712651e-09,0,0,0.00328066844245393,0.000112677608744393,0.000585074848134118,0.107314181405287,0,0,0,0,0.0304792661893424,0.0516517329966443,0.484911864150639,0,0.100859289677698,0,0,0,0,0.332765070731151,0,0.42660460909009,46.8021906580063,1250.59955298836,"CS_35"
"33",0.889124567559071,0,0,0,0,0.000138691355969283,0.00317857494807787,0,0,0,0,0,0,0.00505735985906084,0,0,0,0,0.000581476993185251,0.000127176852270269,0.601905948772005,0,0.0445334038812145,0,0,0,0,0.176651175086424,0,0.29311488343944,46.8666672050457,1248.64442476187,"CS_36"
"34",0.0301190242818624,0,0,0,0,0.12325112485366,0.204640613341751,0,0,0,0,0,0,0.001293917206297,0.215438409115018,1.36897041280721e-06,0.415330864618896,0,0,4.7113780643254e-05,0.245979821824771,0,0.181436050403916,0.0150493015787242,0.0459089537434403,0,0,0.0025334973959781,0.00206651879653871,0.172437445754358,47.1921511228725,1834.84036779413,"CS_37"
"35",0.313657535172043,0,0,0,0,0.0196211899594005,0.041252038304198,0,0,0,3.34449007806623e-05,0,0,0.017232262694846,7.92341752659295e-06,0,0.000194719525498369,0,1.58530643872288e-05,0.0140087739067688,0.84483887649201,0,0.100455594007537,3.4123980732213e-06,0,0,0,0.0346194737630614,0,0.953823677821625,47.0672321549989,1242.56302422876,"CS_38"
"36",0.119986874589377,0,0,5.84827891803351e-14,0,0.0815766404185957,0.10584690402214,0,0,0,3.00334476154475e-05,0,0,0.00640043923373155,0.0099308640570011,0,0.063817894299395,0,0,0.000917320951296059,0.510963393914445,0,0.144035542691663,0.000867021320224364,0.00110516194125235,0,0,0.00803105017968389,0.000952166956742176,0.512382860341076,46.2724834891376,1266.66112456224,"CS_39"
"37",0.623730196188009,0,0,0,0,0.00484512103672828,0.0126654334210356,0,0,0,0,0,0,0.0146807629314793,0,0,0,0,0.000292379957547265,0.00749759397933061,0.932076211633001,0,0.0691021899468041,0,0,0,0,0.118768268907533,0,0.785335193828541,47.2865303410644,1235.91354865424,"CS_40"
"38",4.26906852186359e-05,0,0,0,0,0.000110652657240047,0.617172605130202,0,0,0,0,0,0,0,0.223280674557302,0.099144117672106,0.263548153754538,0,0,0,0.000637253581149459,0,0.0766927109864152,0.378063067106777,0,0,0,3.52874184669918e-06,0,0.000742149918820716,45.3530902441408,1294.53862222192,"CS_41"
"39",0.00225851674138242,0,0,0,0,0.0226186911529359,0.382843119319024,0,0,0,0,0,0,4.26312078975009e-05,0.985086691125005,0.00841572133089068,0.641168128652744,0,0,9.28707144765122e-11,0.0351173564503449,0,0.129368361316918,0.1318329697777,0,0,0,0.000263849093560647,2.81339862446104e-05,0.0210361004620539,47.65026573091,2108.58948324527,"CS_42"
"40",0.270997944461076,0,0,0,0,0,0.014699583822987,0,0,0,0,0,0,0.000213593172751152,0,0,0,0,0,3.70743068226885e-05,0.247755261869864,0,0.0580292449384004,0,0,0,0,0.00511973874055871,0,0.583130938561331,46.4502994177653,1261.26946656865,"CS_43"
"41",9.52080780506572e-05,0,0,0,0,0,0.384722516223577,0,0,0,0,0,0,0,0.30676762221502,0.0461370444070717,0.0882451722930998,0,0,0,1.7423990388606e-09,0,0.0154410535943752,0.0240923418173133,0,0,0,0,0,0.002890147970969,46.0407112161446,1273.6888158096,"CS_44"
"42",0.018936366780956,0,0,0,0,0.000157871737908551,0.105530968780123,0,0,0,0,0,0,4.75095462476697e-05,0.0392747746732222,0,0.0922968823155807,0,0,6.16255748727352e-06,0.0067846681921937,0,0.0510001752390008,3.58811632261657e-06,0.216080661759627,0,0,1.06621791153872e-05,0,0.174732350842279,46.250316727769,1267.33324880692,"CS_45"
"43",0.104880403152442,0,0,0,0,0.000101575210878917,0.0441459160917895,0,0,0,0,0,0,0.000227542510950886,0.000371203168467118,0,0.00059068640181287,0,0,0.000152433752008909,0.106935208066356,0,0.0468437785619824,0,4.64933446020308e-08,0,0,0.000510587058335436,0,0.428991136837926,47.0337727558373,1243.57754751826,"CS_46"
"44",0.518791298434171,0,0,0,0,0,0.00414073863775722,0,0,0,0,0,0,6.25864463694218e-05,0,0,0,0,0,0,0.363824529810496,0,0.0877404247466781,0,0,0,0,0.0166830660813945,0,0.531400036445037,46.2246582200909,1268.11127945799,"CS_47"
"45",0.00253391598691232,0,0,0,0,8.23827181844768e-05,0.203539657055746,0,0,0,0,0,0,0,0.26977104433781,0.00079116472205082,0.306285964655841,0,0,0,0.000134635541049313,0,0.0399600828298219,0.000791799994653307,0,0,0,0,0,0.0498538905853438,46.0448645018167,1273.56290403941,"CS_48"
"46",0,0,0,0,0,6.64094964857973e-05,0.178688472033418,0,0,0,9.02058062419675e-05,3.08591839283811e-05,0,6.29329213283205e-06,7.51621321196407e-06,0.19403765993516,0,0,0,2.17370011177709e-05,0.0482041538919193,0,0.191848565823715,0.733123269600701,0,0,0,0.00173222898799953,0.154700674834221,0.000193678144897179,46.705756840569,1315.44009302124,"CS_49"
"47",0,0,0,0,0.000338588863820963,0.000133617217983698,0.0523276060297942,1.47412143251464e-07,0,9.97123500564865e-05,7.73839930223255e-05,0.00052288046639995,1.40870482069934e-06,0.000205321269426931,0,0.171960744437632,0,0,0,0.000122395473720185,0.0674754324576526,0.0074222173337662,0.143650408655446,0.42809398290033,0,0,0,0.00299881078436663,0.0504119520852517,0.000378963380616371,47.1767281373146,1220.28293531453,"CS_50"
"48",0,0,0,0,0,0,0.663482445205817,0,0,0,0,0,0,0,0.0896810592881875,0.259837599623006,0.00144437613234658,0,0,0,0,0,0.00206172648011367,0.142204203936307,0,0,0,0,0,1.42430485320246e-05,45.6187602833019,1286.48305599738,"CS_51"
"49",0,0,0,0,0,0,0.744111976494234,0,0,0,0,0,0,0,0.100289010004349,0.243957682101109,0.0388786462948303,0,0,0,2.37656949985131e-07,0,0.0185360232007586,0.371039445523836,0,0,0,0,0,8.42358586114576e-05,45.9543395856067,1276.30777785565,"CS_52"
"50",0,0,0,0,0,4.55371769432734e-07,0.640636992612139,0,0.000456006212709716,0,0,0,0,0,0.0172746829244563,0.257108206312494,0.0412840760175601,0,0,0,0.00174295326773974,0,0.0905469802459691,0.613404755992452,0,0,0,1.14525116289545e-05,0,9.84050123247496e-05,46.1522774320548,1270.30598719112,"CS_53"
"51",0,0,0,0,0,3.37741896546722e-06,0.398872944912035,0,0,0,0,2.84431801733171e-11,0,0,0.00192856319711822,0.253239033955182,0.00106105158587555,0,0,0,0.0199146259991537,0,0.130035186198636,0.731879759438513,0,0,0,0.000274070015110883,0.00936489730239868,8.31661809711608e-05,47.0114978482783,1308.45599137543,"CS_54"
"52",0,0,0,0,0.00177041919201482,0.000828591638336259,0.0141301179691525,0.00193882475019803,0,0.00115781336061634,0.00010504042057105,0.00250573550346575,6.18690787520091e-07,0.000972105345854994,0,0.133156786792485,0,0,0,0.000113863622669036,0.0216704808072059,0.13050516155354,0.0992374206976002,0.194972169353338,0,0.00310822581650045,0,0.00246142961598356,0.0129401755255436,0.00058552497271455,46.9725276906655,1226.47464280722,"CS_55"
