"","event.id","visible","timestamp","location.long","location.lat","sensor.type","individual.taxon.canonical.name","tag.local.identifier","individual.local.identifier","study.name","utm.easting","utm.northing","utm.zone","X","COV.x.y","COV.x.x","COV.y.y"
"207",15113907557,"true","2018-07-14 16:01:00.000",-53.98036092,48.35234446,"radio-transmitter",NA,149.613,149.613,"Snowshoe Hare Space Use - Razimuth",279208.084125312,5359755.92808003,"22N",213,63.07823804,480.3953263,1550.59983
"208",15113907559,"true","2018-07-15 09:07:00.000",-53.98156949,48.35370556,"radio-transmitter",NA,149.613,149.613,"Snowshoe Hare Space Use - Razimuth",279124.44733965,5359910.67785844,"22N",214,608.6024141,890.3250635,1159.86065
"209",15113907564,"true","2018-07-21 15:10:00.000",-53.98090956,48.35346519,"radio-transmitter",NA,149.613,149.613,"Snowshoe Hare Space Use - Razimuth",279172.290519165,5359882.06190924,"22N",215,1203.767397,1001.215714,3225.266937
"210",15113907571,"true","2018-07-23 13:54:00.000",-53.98387218,48.35163282,"radio-transmitter",NA,149.613,149.613,"Snowshoe Hare Space Use - Razimuth",278944.908807197,5359686.96474621,"22N",217,51.73020755,34.13691768,238.9888528
"211",15113907578,"true","2018-07-24 17:23:00.000",-53.9819138,48.35336558,"radio-transmitter",NA,149.613,149.613,"Snowshoe Hare Space Use - Razimuth",279097.472668476,5359873.88681048,"22N",218,598.5078341,874.7690009,1080.876648
"212",15113907581,"true","2018-07-26 19:37:00.000",-53.98251758,48.35277821,"radio-transmitter",NA,149.613,149.613,"Snowshoe Hare Space Use - Razimuth",279050.207392554,5359810.35040415,"22N",219,324.0121119,345.5627042,864.183366
"213",15113907590,"true","2018-07-28 09:09:00.000",-53.97970953,48.35365183,"radio-transmitter",NA,149.613,149.613,"Snowshoe Hare Space Use - Razimuth",279261.987004553,5359899.3459578,"22N",220,1312.489701,1921.283498,2187.247844
"214",15113907593,"true","2018-07-29 18:50:00.000",-53.97875197,48.35301293,"radio-transmitter",NA,149.613,149.613,"Snowshoe Hare Space Use - Razimuth",279330.155019033,5359825.58315626,"22N",221,2946.912056,2198.679577,6711.81165
"215",15113907600,"true","2018-07-30 09:28:00.000",-53.98237728,48.35353495,"radio-transmitter",NA,149.613,149.613,"Snowshoe Hare Space Use - Razimuth",279063.874124528,5359894.04625905,"22N",222,1467.374947,1532.082474,1968.676171
"216",15113907601,"true","2018-08-01 16:15:00.000",-53.98051106,48.35209143,"radio-transmitter",NA,149.613,149.613,"Snowshoe Hare Space Use - Razimuth",279195.868502437,5359728.24022703,"22N",223,486.5778943,501.1182339,1877.836419
"217",15113907605,"true","2018-08-02 17:41:00.000",-53.97915873,48.35315947,"radio-transmitter",NA,149.613,149.613,"Snowshoe Hare Space Use - Razimuth",279300.658209975,5359843.04058162,"22N",224,1048.892797,1205.786481,2003.391487
"218",15113907610,"true","2018-08-03 09:06:00.000",-53.97992695,48.35411385,"radio-transmitter",NA,149.613,149.613,"Snowshoe Hare Space Use - Razimuth",279247.879527458,5359951.31912229,"22N",225,1634.424462,1403.701804,5067.442989
"219",15113907486,"true","2018-06-18 15:42:00.000",-53.98182866,48.35207819,"radio-transmitter",NA,149.633,149.633,"Snowshoe Hare Space Use - Razimuth",279098.210187171,5359730.56696275,"22N",226,1380.247058,2737.265739,2724.340059
"220",15113907491,"true","2018-06-21 08:17:00.000",-53.98058248,48.35443677,"radio-transmitter",NA,149.633,149.633,"Snowshoe Hare Space Use - Razimuth",279200.719506019,5359989.09597758,"22N",227,2899.791484,7435.514686,10779.56348
"221",15113907496,"true","2018-06-23 08:32:00.000",-53.97899689,48.35075446,"radio-transmitter",NA,149.633,149.633,"Snowshoe Hare Space Use - Razimuth",279302.252542262,5359575.29302971,"22N",228,-643.3887839,1075.775568,1524.808411
"222",15113907501,"true","2018-06-30 11:34:00.000",-53.98057958,48.35375087,"radio-transmitter",NA,149.633,149.633,"Snowshoe Hare Space Use - Razimuth",279197.968393222,5359912.85995286,"22N",229,2054.05423,8017.209337,2737.194389
"223",15113907504,"true","2018-07-01 12:45:00.000",-53.98209359,48.35236775,"radio-transmitter",NA,149.633,149.633,"Snowshoe Hare Space Use - Razimuth",279079.838224914,5359763.51117311,"22N",230,41.69977516,1676.713313,977.1590295
"224",15113907509,"true","2018-07-02 12:06:00.000",-53.9784106,48.35565547,"radio-transmitter",NA,149.633,149.633,"Snowshoe Hare Space Use - Razimuth",279366.859904401,5360118.27938468,"22N",231,6530.480133,12935.66006,9928.112661
"225",15113907518,"true","2018-07-04 10:25:00.000",-53.98500955,48.35268114,"radio-transmitter",NA,149.633,149.633,"Snowshoe Hare Space Use - Razimuth",278865.197230655,5359806.75220272,"22N",232,38.79134926,246.6310728,593.8395435
"226",15113907524,"true","2018-07-05 11:25:00.000",-53.98055447,48.3539186,"radio-transmitter",NA,149.633,149.633,"Snowshoe Hare Space Use - Razimuth",279200.553629736,5359931.42829956,"22N",233,3085.545733,4215.315422,16083.13111
"227",15113907527,"true","2018-07-07 16:52:00.000",-53.98395412,48.35339432,"radio-transmitter",NA,149.633,149.633,"Snowshoe Hare Space Use - Razimuth",278946.464461175,5359882.96579803,"22N",234,874.8848996,1860.184884,7099.415768
"228",15113907532,"true","2018-07-08 18:13:00.000",-53.98107123,48.35621645,"radio-transmitter",NA,149.633,149.633,"Snowshoe Hare Space Use - Razimuth",279172.21406565,5360188.28989123,"22N",235,557.9790894,6144.578932,15444.49908
"229",15113907535,"true","2018-07-09 17:39:00.000",-53.9809758,48.35232986,"radio-transmitter",NA,149.633,149.633,"Snowshoe Hare Space Use - Razimuth",279162.47405725,5359756.07768277,"22N",236,1579.475319,3319.285407,3755.899595
"230",15113907541,"true","2018-07-10 13:26:00.000",-53.98305661,48.35215867,"radio-transmitter",NA,149.633,149.633,"Snowshoe Hare Space Use - Razimuth",279007.598230656,5359743.05237382,"22N",237,6455.146953,26584.6804,4111.006371
"231",15113907547,"true","2018-07-11 16:04:00.000",-53.98110381,48.35239482,"radio-transmitter",NA,149.633,149.633,"Snowshoe Hare Space Use - Razimuth",279153.27271533,5359763.66601671,"22N",238,2527.584671,3012.351238,6575.026262
"232",15113907550,"true","2018-07-12 09:32:00.000",-53.98252172,48.35257159,"radio-transmitter",NA,149.633,149.633,"Snowshoe Hare Space Use - Razimuth",279049.006712076,5359787.39958755,"22N",239,2885.363414,2707.42493,10493.75019
"233",15113907555,"true","2018-07-14 15:28:00.000",-53.98205415,48.3524861,"radio-transmitter",NA,149.633,149.633,"Snowshoe Hare Space Use - Razimuth",279083.271722323,5359776.55029919,"22N",240,1036.896022,4033.610487,1782.942575
"234",15113907561,"true","2018-07-15 09:34:00.000",-53.98264079,48.35371683,"radio-transmitter",NA,149.633,149.633,"Snowshoe Hare Space Use - Razimuth",279045.142223905,5359915.01947396,"22N",241,2669.132216,3407.050667,8939.142859
"235",15113907562,"true","2018-07-21 14:48:00.000",-53.98215197,48.35270604,"radio-transmitter",NA,149.633,149.633,"Snowshoe Hare Space Use - Razimuth",279076.977304968,5359801.27544469,"22N",242,3237.304375,3571.173218,10617.00465
"236",15113907568,"true","2018-07-22 11:15:00.000",-53.98131603,48.35199915,"radio-transmitter",NA,149.633,149.633,"Snowshoe Hare Space Use - Razimuth",279135.841340508,5359720.30490833,"22N",243,1549.258509,2624.929109,14459.37598
"237",15113907572,"true","2018-07-23 14:14:00.000",-53.98043621,48.35300199,"radio-transmitter",NA,149.633,149.633,"Snowshoe Hare Space Use - Razimuth",279205.350100307,5359829.21980517,"22N",244,2777.904668,3552.778684,15250.19058
"238",15113907577,"true","2018-07-24 17:20:00.000",-53.98076235,48.3540594,"radio-transmitter",NA,149.633,149.633,"Snowshoe Hare Space Use - Razimuth",279185.764371661,5359947.67527767,"22N",245,3417.482878,3876.57433,16215.01183
"239",15113907579,"true","2018-07-26 19:32:00.000",-53.97638149,48.35404346,"radio-transmitter",NA,149.633,149.633,"Snowshoe Hare Space Use - Razimuth",279510.194716864,5359933.28646404,"22N",246,4019.445844,8580.434778,10162.00508
"240",15113907585,"true","2018-07-27 13:30:00.000",-53.98217806,48.35287958,"radio-transmitter",NA,149.633,149.633,"Snowshoe Hare Space Use - Razimuth",279075.795512348,5359820.63708222,"22N",247,1622.336029,2127.023696,9786.126691
"241",15113907588,"true","2018-07-28 08:58:00.000",-53.98126736,48.35265387,"radio-transmitter",NA,149.633,149.633,"Snowshoe Hare Space Use - Razimuth",279142.278240293,5359792.9270525,"22N",248,2806.744507,4034.677215,6404.25315
"242",15113907595,"true","2018-07-29 19:01:00.000",-53.98116397,48.35111122,"radio-transmitter",NA,149.633,149.633,"Snowshoe Hare Space Use - Razimuth",279143.265059547,5359621.18628076,"22N",249,1727.839911,4456.974896,2267.493355
"243",15113907599,"true","2018-07-30 08:53:00.000",-53.97910943,48.35429333,"radio-transmitter",NA,149.633,149.633,"Snowshoe Hare Space Use - Razimuth",279309.210531777,5359968.91039168,"22N",250,1416.779738,6258.537551,11054.49091
"244",15113907602,"true","2018-08-01 16:18:00.000",-53.98133402,48.351233,"radio-transmitter",NA,149.633,149.633,"Snowshoe Hare Space Use - Razimuth",279131.195088586,5359635.21053301,"22N",251,836.1036301,1350.938721,4857.176339
"245",15113907607,"true","2018-08-02 18:00:00.000",-53.98036183,48.35100705,"radio-transmitter",NA,149.633,149.633,"Snowshoe Hare Space Use - Razimuth",279202.234226177,5359607.29735255,"22N",252,3868.562157,12152.00052,3791.885628
"246",15113907611,"true","2018-08-03 09:12:00.000",-53.98132503,48.35163987,"radio-transmitter",NA,149.633,149.633,"Snowshoe Hare Space Use - Razimuth",279133.620758659,5359680.40219616,"22N",253,1321.988232,1924.785765,9314.677903
"247",15113907619,"true","2019-05-11 09:51:00.000",-53.98119512,48.3510696,"radio-transmitter",NA,149.124,149.124,"Snowshoe Hare Space Use - Razimuth",279140.777584148,5359616.65062868,"22N",254,21.15151914,111.3847035,139.7007143
"248",15113907640,"true","2019-05-12 14:59:00.000",-53.98224009,48.35259835,"radio-transmitter",NA,149.124,149.124,"Snowshoe Hare Space Use - Razimuth",279069.983992551,5359789.56139924,"22N",255,277.1755492,309.8942229,431.1997501
"249",15113907651,"true","2019-05-13 09:51:00.000",-53.98241082,48.35176082,"radio-transmitter",NA,149.124,149.124,"Snowshoe Hare Space Use - Razimuth",279053.713610658,5359696.97467866,"22N",256,18.40957117,133.8436092,62.48092987
"250",15113907670,"true","2019-05-14 14:20:00.000",-53.98166951,48.35270909,"radio-transmitter",NA,149.124,149.124,"Snowshoe Hare Space Use - Razimuth",279112.728223638,5359800.22330618,"22N",257,278.0342689,384.0152921,487.3192878
"251",15113907685,"true","2019-05-15 10:17:00.000",-53.98061644,48.3532642,"radio-transmitter",NA,149.124,149.124,"Snowshoe Hare Space Use - Razimuth",279193.133651833,5359858.8799988,"22N",258,377.8428682,464.1320892,1015.656498
"252",15113907699,"true","2019-05-16 09:29:00.000",-53.98051948,48.35322744,"radio-transmitter",NA,149.124,149.124,"Snowshoe Hare Space Use - Razimuth",279200.156836289,5359854.51522461,"22N",259,383.2197807,468.9556267,1007.686575
"253",15113907716,"true","2019-05-17 09:28:00.000",-53.98220445,48.35173674,"radio-transmitter",NA,149.124,149.124,"Snowshoe Hare Space Use - Razimuth",279068.896359692,5359693.70342464,"22N",260,-7.018625637,233.2850183,73.42526946
"254",15113907732,"true","2019-05-18 08:27:00.000",-53.98187196,48.35231296,"radio-transmitter",NA,149.124,149.124,"Snowshoe Hare Space Use - Razimuth",279096.018331355,5359756.78302191,"22N",261,96.9334406,229.7835728,203.1892837
"255",15113907762,"true","2019-05-19 17:13:00.000",-53.97988432,48.35208883,"radio-transmitter",NA,149.124,149.124,"Snowshoe Hare Space Use - Razimuth",279242.282948098,5359726.14519999,"22N",262,123.3645287,427.5434475,311.0110889
"256",15113907766,"true","2019-05-20 05:40:00.000",-53.9822152,48.3523123,"radio-transmitter",NA,149.124,149.124,"Snowshoe Hare Space Use - Razimuth",279070.590132256,5359757.69939939,"22N",263,95.42695086,207.6312251,164.7904567
"257",15113907786,"true","2019-05-21 18:50:00.000",-53.98303954,48.35229601,"radio-transmitter",NA,149.124,149.124,"Snowshoe Hare Space Use - Razimuth",279009.45703606,5359758.2664435,"22N",264,147.9489729,150.1727842,238.574769
"258",15113907803,"true","2019-05-22 18:49:00.000",-53.98299142,48.35179696,"radio-transmitter",NA,149.124,149.124,"Snowshoe Hare Space Use - Razimuth",279010.861867386,5359702.66562804,"22N",265,9.250427825,195.0984403,24.03871263
"259",15113907809,"true","2019-05-23 08:59:00.000",-53.9807221,48.35148483,"radio-transmitter",NA,149.124,149.124,"Snowshoe Hare Space Use - Razimuth",279177.61269452,5359661.43384545,"22N",266,159.8823897,500.2355638,198.9556261
"260",15113907827,"true","2019-05-24 05:40:00.000",-53.98164686,48.35240686,"radio-transmitter",NA,149.124,149.124,"Snowshoe Hare Space Use - Razimuth",279113.098680174,5359766.56960815,"22N",267,97.24775506,240.8583312,237.0886691
"261",15113907843,"true","2019-05-25 06:14:00.000",-53.98238578,48.35220229,"radio-transmitter",NA,149.124,149.124,"Snowshoe Hare Space Use - Razimuth",279057.478525667,5359745.96532291,"22N",268,79.67690805,194.4174893,121.8834488
"262",15113907867,"true","2019-05-26 17:43:00.000",-53.98040658,48.35339359,"radio-transmitter",NA,149.124,149.124,"Snowshoe Hare Space Use - Razimuth",279209.238106237,5359872.6549734,"22N",269,4636.001338,5740.081327,4161.504732
"263",15113907880,"true","2019-05-27 18:28:00.000",-53.98208014,48.35230303,"radio-transmitter",NA,149.124,149.124,"Snowshoe Hare Space Use - Razimuth",279080.554535322,5359756.2797192,"22N",270,185.0559261,277.7948945,250.8011655
"264",15113907892,"true","2019-05-28 10:52:00.000",-53.98152156,48.35208146,"radio-transmitter",NA,149.124,149.124,"Snowshoe Hare Space Use - Razimuth",279120.972726702,5359730.04496597,"22N",271,171.7330848,398.8651699,197.836426
"265",15113907622,"true","2019-05-11 11:05:00.000",-53.9798856,48.35198723,"radio-transmitter",NA,149.233,149.233,"Snowshoe Hare Space Use - Razimuth",279241.748917328,5359714.85754909,"22N",272,348.8433705,566.854774,810.4936961
"266",15113907639,"true","2019-05-12 14:55:00.000",-53.98053505,48.35173382,"radio-transmitter",NA,149.233,149.233,"Snowshoe Hare Space Use - Razimuth",279192.545170482,5359688.56630127,"22N",273,35.66006821,441.9298049,240.6856932
"267",15113907652,"true","2019-05-13 09:53:00.000",-53.98030663,48.35235515,"radio-transmitter",NA,149.233,149.233,"Snowshoe Hare Space Use - Razimuth",279212.151849547,5359756.95966123,"22N",274,213.6031229,542.4305807,542.2435861
"268",15113907674,"true","2019-05-14 15:20:00.000",-53.97904791,48.35204459,"radio-transmitter",NA,149.233,149.233,"Snowshoe Hare Space Use - Razimuth",279304.048724997,5359718.81888853,"22N",275,442.0561146,685.137657,932.4215774
"269",15113907680,"true","2019-05-15 09:09:00.000",-53.98039235,48.3518054,"radio-transmitter",NA,149.233,149.233,"Snowshoe Hare Space Use - Razimuth",279203.425219013,5359696.11010446,"22N",276,79.26092707,291.137187,406.9280747
"270",15113907711,"true","2019-05-16 15:01:00.000",-53.97996057,48.35210715,"radio-transmitter",NA,149.233,149.233,"Snowshoe Hare Space Use - Razimuth",279236.71393773,5359728.40090651,"22N",277,185.0586584,610.8696314,417.9723169
"271",15113907727,"true","2019-05-17 15:12:00.000",-53.97887611,48.35170242,"radio-transmitter",NA,149.233,149.233,"Snowshoe Hare Space Use - Razimuth",279315.296112468,5359680.29687429,"22N",278,3330.594336,8837.593592,1892.341919
"272",15113907733,"true","2019-05-18 08:29:00.000",-53.98010382,48.3526402,"radio-transmitter",NA,149.233,149.233,"Snowshoe Hare Space Use - Razimuth",279228.407261792,5359788.05432086,"22N",279,372.2618962,579.1009073,971.5093889
"273",15113907749,"true","2019-05-19 15:13:00.000",-53.9783236,48.35281277,"radio-transmitter",NA,149.233,149.233,"Snowshoe Hare Space Use - Razimuth",279361.021058532,5359802.10458322,"22N",280,1265.129489,1998.710413,1681.02042
"274",15113907773,"true","2019-05-20 19:31:00.000",-53.98059437,48.35235153,"radio-transmitter",NA,149.233,149.233,"Snowshoe Hare Space Use - Razimuth",279190.822003637,5359757.38660107,"22N",281,301.7859217,517.3159032,839.7920587
"275",15113907782,"true","2019-05-21 06:08:00.000",-53.98193862,48.35180717,"radio-transmitter",NA,149.233,149.233,"Snowshoe Hare Space Use - Razimuth",279088.89249245,5359700.76415144,"22N",282,-4.863263251,233.2876343,136.7941731
"276",15113907796,"true","2019-05-22 06:11:00.000",-53.98183264,48.35204499,"radio-transmitter",NA,149.233,149.233,"Snowshoe Hare Space Use - Razimuth",279097.771752196,5359726.8887494,"22N",283,59.51632637,273.7806377,193.283787
"277",15113907813,"true","2019-05-23 09:27:00.000",-53.98029278,48.35280977,"radio-transmitter",NA,149.233,149.233,"Snowshoe Hare Space Use - Razimuth",279215.143380775,5359807.44404675,"22N",284,373.3264133,583.8299367,938.6193503
"278",15113907837,"true","2019-05-24 19:51:00.000",-53.97945064,48.35283385,"radio-transmitter",NA,149.233,149.233,"Snowshoe Hare Space Use - Razimuth",279277.628000359,5359807.69366318,"22N",285,901.9100678,886.6520151,2195.287865
"279",15113907850,"true","2019-05-25 07:17:00.000",-53.98060523,48.35300504,"radio-transmitter",NA,149.233,149.233,"Snowshoe Hare Space Use - Razimuth",279192.843377921,5359830.04588329,"22N",286,406.9331803,576.6745964,1102.489153
"280",15113907858,"true","2019-05-26 16:20:00.000",-53.98257885,48.35230172,"radio-transmitter",NA,149.233,149.233,"Snowshoe Hare Space Use - Razimuth",279043.607149219,5359757.57229205,"22N",287,214.0035013,295.3951326,283.8343327
"281",15113907874,"true","2019-05-27 17:17:00.000",-53.98039592,48.35319684,"radio-transmitter",NA,149.233,149.233,"Snowshoe Hare Space Use - Razimuth",279209.177014956,5359850.75839426,"22N",288,2101.192789,2129.928591,2791.09774
"282",15113907883,"true","2019-05-28 09:42:00.000",-53.97888718,48.35275052,"radio-transmitter",NA,149.233,149.233,"Snowshoe Hare Space Use - Razimuth",279319.005507212,5359796.80960751,"22N",289,1160.155104,1055.580965,2733.207127
"283",15113907901,"true","2019-06-11 06:28:00.000",-53.97983435,48.35188925,"radio-transmitter",NA,149.233,149.233,"Snowshoe Hare Space Use - Razimuth",279245.12170465,5359703.82084927,"22N",290,193.4904178,405.8659345,704.0184287
"284",15113907918,"true","2019-06-12 06:32:00.000",-53.9791022,48.35173517,"radio-transmitter",NA,149.233,149.233,"Snowshoe Hare Space Use - Razimuth",279298.68993434,5359684.58781269,"22N",291,813.58908,1305.582012,1030.834151
"285",15113907938,"true","2019-06-13 06:08:00.000",-53.98081731,48.35181726,"radio-transmitter",NA,149.233,149.233,"Snowshoe Hare Space Use - Razimuth",279171.997472507,5359698.65294348,"22N",292,48.46704626,258.1431341,336.137796
"286",15113907956,"true","2019-06-14 19:43:00.000",-53.97915647,48.35134217,"radio-transmitter",NA,149.233,149.233,"Snowshoe Hare Space Use - Razimuth",279292.971360326,5359641.0680016,"22N",293,137.5915161,421.1441306,457.70126
"287",15113907974,"true","2019-06-16 19:29:00.000",-53.98010137,48.3515961,"radio-transmitter",NA,149.233,149.233,"Snowshoe Hare Space Use - Razimuth",279224.074785267,5359672.01097158,"22N",294,89.55822172,272.4931508,423.3545846
"288",15113907986,"true","2019-06-17 05:58:00.000",-53.98099626,48.35236279,"radio-transmitter",NA,149.233,149.233,"Snowshoe Hare Space Use - Razimuth",279161.100902186,5359759.79634062,"22N",295,130.3552113,354.6336867,437.5188799
"289",15113908006,"true","2019-06-18 19:58:00.000",-53.98137923,48.35165674,"radio-transmitter",NA,149.233,149.233,"Snowshoe Hare Space Use - Razimuth",279129.67883038,5359682.43329597,"22N",296,11.33894324,239.8124797,208.9170302
"290",15113908024,"true","2019-06-19 07:23:00.000",-53.98090699,48.35275708,"radio-transmitter",NA,149.233,149.233,"Snowshoe Hare Space Use - Razimuth",279169.41863774,5359803.35853349,"22N",297,479.0798692,1094.051101,689.810007
"291",15113908032,"true","2019-06-20 11:33:00.000",-53.97794831,48.35449601,"radio-transmitter",NA,149.233,149.233,"Snowshoe Hare Space Use - Razimuth",279396.09229173,5359988.0912003,"22N",298,4271.29296,4708.371012,5495.89238
"292",15113908042,"true","2019-06-21 05:22:00.000",-53.97889975,48.35318689,"radio-transmitter",NA,149.233,149.233,"Snowshoe Hare Space Use - Razimuth",279319.960219872,5359845.34190445,"22N",299,926.4224667,1078.132632,1978.320479
"293",15113908076,"true","2019-06-24 20:22:00.000",-53.98177017,48.35046738,"radio-transmitter",NA,149.233,149.233,"Snowshoe Hare Space Use - Razimuth",279095.574997846,5359551.38063929,"22N",300,34.29771664,52.50714356,183.278378
"294",15113908081,"true","2019-06-25 05:17:00.000",-53.98226323,48.35310909,"radio-transmitter",NA,149.233,149.233,"Snowshoe Hare Space Use - Razimuth",279070.47962955,5359846.38932519,"22N",301,426.7100863,500.0163503,743.5016777
"295",15113908099,"true","2019-06-26 05:14:00.000",-53.98094727,48.35173191,"radio-transmitter",NA,149.233,149.233,"Snowshoe Hare Space Use - Razimuth",279162.001554438,5359689.54214528,"22N",302,103.9842894,250.1998738,446.3690345
"296",15113908119,"true","2019-06-27 05:51:00.000",-53.98011721,48.35104518,"radio-transmitter",NA,149.233,149.233,"Snowshoe Hare Space Use - Razimuth",279220.519652239,5359610.8300041,"22N",303,34.07342021,135.859905,407.874697
"297",15113908135,"true","2019-06-28 06:05:00.000",-53.98005551,48.35207066,"radio-transmitter",NA,149.233,149.233,"Snowshoe Hare Space Use - Razimuth",279229.523516657,5359724.61915308,"22N",304,995.743752,2058.880154,853.3899727
"298",15113908155,"true","2019-07-10 06:20:00.000",-53.97987623,48.35221701,"radio-transmitter",NA,149.233,149.233,"Snowshoe Hare Space Use - Razimuth",279243.436332891,5359740.3672032,"22N",305,221.3399777,653.7279455,469.301068
"299",15113908167,"true","2019-07-13 19:00:00.000",-53.97903897,48.35195878,"radio-transmitter",NA,149.233,149.233,"Snowshoe Hare Space Use - Razimuth",279304.34010576,5359709.25662147,"22N",306,389.9267972,610.6729032,829.4984758
"300",15113908175,"true","2019-07-22 18:43:00.000",-53.98039988,48.3523549,"radio-transmitter",NA,149.233,149.233,"Snowshoe Hare Space Use - Razimuth",279205.243322618,5359757.20060952,"22N",307,238.8854863,472.1185509,645.431034
"301",15113908195,"true","2019-07-29 20:08:00.000",-53.97976785,48.35187745,"radio-transmitter",NA,149.233,149.233,"Snowshoe Hare Space Use - Razimuth",279249.996694353,5359702.31784605,"22N",308,367.9849966,484.2532871,910.9235092
"302",15113908210,"true","2019-08-26 18:24:00.000",-53.9795041,48.3517388,"radio-transmitter",NA,149.233,149.233,"Snowshoe Hare Space Use - Razimuth",279268.934722679,5359686.14904156,"22N",309,210.0727877,422.6649301,591.4197761
"303",15113908219,"true","2019-08-27 06:57:00.000",-53.97783656,48.3544064,"radio-transmitter",NA,149.233,149.233,"Snowshoe Hare Space Use - Razimuth",279403.982640086,5359977.81059023,"22N",310,2020.373291,2034.364109,5113.436219
"304",15113908237,"true","2019-08-28 18:44:00.000",-53.9801015,48.35249702,"radio-transmitter",NA,149.233,149.233,"Snowshoe Hare Space Use - Razimuth",279227.960099097,5359772.13529299,"22N",311,233.6592047,447.8313735,677.5587399
"305",15113908247,"true","2019-08-29 06:45:00.000",-53.9793454,48.3524236,"radio-transmitter",NA,149.233,149.233,"Snowshoe Hare Space Use - Razimuth",279283.650329469,5359761.79724264,"22N",312,793.8658772,836.8383153,1752.580487
"306",15113908260,"true","2019-08-30 10:27:00.000",-53.98080841,48.351834,"radio-transmitter",NA,149.233,149.233,"Snowshoe Hare Space Use - Razimuth",279172.729131286,5359700.48769451,"22N",313,86.01450887,266.1075289,574.451652
"307",15113908269,"true","2019-08-31 06:35:00.000",-53.98180281,48.35079394,"radio-transmitter",NA,149.233,149.233,"Snowshoe Hare Space Use - Razimuth",279094.569708785,5359587.76705468,"22N",314,54.47703639,85.15099751,236.9562253
"308",15113908287,"true","2019-09-01 08:50:00.000",-53.98122374,48.35198288,"radio-transmitter",NA,149.233,149.233,"Snowshoe Hare Space Use - Razimuth",279142.607355572,5359718.23069061,"22N",315,192.476582,268.5932333,1013.979265
"309",15113907616,"true","2019-05-10 15:19:00.000",-53.98499139,48.35365169,"radio-transmitter",NA,149.294,149.294,"Snowshoe Hare Space Use - Razimuth",278870.745357769,5359914.56203865,"22N",316,-5651.344706,3315.371389,11613.64103
"310",15113907630,"true","2019-05-12 08:57:00.000",-53.98418777,48.35169516,"radio-transmitter",NA,149.294,149.294,"Snowshoe Hare Space Use - Razimuth",278921.801200256,5359694.8035208,"22N",317,44.027859,86.82617397,38.24923805
"311",15113907660,"true","2019-05-13 11:51:00.000",-53.98553644,48.3517462,"radio-transmitter",NA,149.294,149.294,"Snowshoe Hare Space Use - Razimuth",278822.118978261,5359704.36841718,"22N",318,-67.54131941,526.4940796,120.1995471
"312",15113907664,"true","2019-05-14 13:08:00.000",-53.98448958,48.35160238,"radio-transmitter",NA,149.294,149.294,"Snowshoe Hare Space Use - Razimuth",278899.04279474,5359685.36333697,"22N",319,3.546104246,38.81890431,20.93438381
"313",15113907689,"true","2019-05-15 13:54:00.000",-53.98666401,48.35141474,"radio-transmitter",NA,149.294,149.294,"Snowshoe Hare Space Use - Razimuth",278737.157711868,5359670.78732951,"22N",320,42.26726337,3607.185865,189.3128119
"314",15113907705,"true","2019-05-16 10:17:00.000",-53.98648901,48.35127308,"radio-transmitter",NA,149.294,149.294,"Snowshoe Hare Space Use - Razimuth",278749.507231779,5359654.53854607,"22N",321,-23.39316368,120.9485943,181.3515753
"315",15113907721,"true","2019-05-17 10:09:00.000",-53.9847046,48.35151442,"radio-transmitter",NA,149.294,149.294,"Snowshoe Hare Space Use - Razimuth",278882.734207924,5359676.208428,"22N",322,-4.500143818,83.92328017,29.12443396
"316",15113907734,"true","2019-05-18 08:32:00.000",-53.985125,48.35164015,"radio-transmitter",NA,149.294,149.294,"Snowshoe Hare Space Use - Razimuth",278852.137276445,5359691.39484068,"22N",323,-50.89019515,427.6412366,60.74140059
"317",15113907755,"true","2019-05-19 15:56:00.000",-53.98548829,48.35413884,"radio-transmitter",NA,149.294,149.294,"Snowshoe Hare Space Use - Razimuth",278836.048667161,5359970.13587811,"22N",324,-5583.757908,4050.208165,10671.83247
"318",15113907791,"true","2019-05-21 19:20:00.000",-53.98680783,48.3511038,"radio-transmitter",NA,149.294,149.294,"Snowshoe Hare Space Use - Razimuth",278725.156831065,5359636.64632835,"22N",325,386.4228836,3104.862924,239.1366667
"319",15113907797,"true","2019-05-22 06:14:00.000",-53.98441105,48.35181025,"radio-transmitter",NA,149.294,149.294,"Snowshoe Hare Space Use - Razimuth",278905.759927878,5359708.23838098,"22N",326,-1.512398044,73.26373997,15.99373974
"320",15113907818,"true","2019-05-23 10:02:00.000",-53.98396791,48.35175301,"radio-transmitter",NA,149.294,149.294,"Snowshoe Hare Space Use - Razimuth",278938.337847906,5359700.59829336,"22N",327,34.0757981,43.96313348,29.98825498
"321",15113907862,"true","2019-05-26 16:53:00.000",-53.9821424,48.35041198,"radio-transmitter",NA,149.294,149.294,"Snowshoe Hare Space Use - Razimuth",279067.761566177,5359546.29704594,"22N",328,-5.120430406,31.72287586,146.4983828
"322",15113907873,"true","2019-05-27 17:14:00.000",-53.98548805,48.35194074,"radio-transmitter",NA,149.294,149.294,"Snowshoe Hare Space Use - Razimuth",278826.546057355,5359725.84895629,"22N",329,-397.2366535,1278.704804,218.6157177
