"","cskudpop","VAAN_CN","VAAN_CP","Plot"
"1",2.7017677568689,47.6794929885924,1205.03826416719,"CS_01"
"2",2.2382218896957,46.8605713220275,1229.86944226478,"CS_03"
"3",0.170416519405467,46.2321725174104,1535.09352754533,"CS_04"
"4",2.17216791353365,47.5382178897721,1209.32196000184,"CS_05"
"5",2.84806050958059,46.9345761404172,1227.62541704047,"CS_06"
"6",1.46807394735539,47.246618974937,1304.60234167106,"CS_07"
"7",5.61004046076722,47.4338876234347,1498.65549788916,"CS_08"
"8",5.59427591761471,46.8029574055008,1508.82685420441,"CS_09"
"9",0.777805930426965,47.2894862728186,1503.03403014525,"CS_10"
"10",3.9726226008851,47.33446822526,1407.23064356429,"CS_11"
"11",2.98408741409927,47.3163322107172,1502.21998383089,"CS_12"
"12",0.607308157549048,47.138685954283,1221.43640615624,"CS_13"
"13",2.21400262231802,46.6643905365539,1521.98794376283,"CS_14"
"14",3.54710266448402,46.3037028582331,1509.91895201272,"CS_15"
"15",5.88534238168875,47.2758846632527,1493.25387641745,"CS_16"
"16",5.6813962126087,47.4127174364857,1241.66185431825,"CS_17"
"17",1.56162739114461,47.0981432889559,1508.83585030494,"CS_18"
"18",2.35231862886981,47.4638511978106,1230.97964021454,"CS_19"
"19",1.69329777951007,47.2774259968124,1217.22963172581,"CS_20"
"20",3.47533580700773,47.2076853126086,1350.6284909612,"CS_21"
"21",5.09945330415007,47.3411481906737,1216.96000224372,"CS_22"
"22",1.39527265777464,47.6471725264993,1224.97824407783,"CS_23"
"23",3.00834308876379,47.2454379871588,1218.19954099031,"CS_24"
"24",2.09104397080663,47.3273375826774,1234.67620518526,"CS_25"
"25",3.14062410127714,46.0728016613611,1272.71580853531,"CS_28"
"26",1.92625325604663,46.5864641219807,1257.14071398294,"CS_29"
"27",3.4117617974818,46.6657373805242,1254.73698396154,"CS_30"
"28",2.2972859724797,46.2626860126401,1530.09538292268,"CS_31"
"29",2.78958211108067,46.8573069423312,1248.92829395277,"CS_32"
"30",1.08524053239544,46.8867407295616,1248.03580467037,"CS_33"
"31",0.851332344358425,46.537409959665,1258.62805299587,"CS_34"
"32",1.20218806513618,46.8464697308451,1249.25692765643,"CS_35"
"33",1.42978909360227,46.9940711124519,1244.78132669225,"CS_36"
"34",2.44660272759264,47.7286094589029,1600.48895417849,"CS_37"
"35",1.79093187369864,46.9789001727444,1245.24139394582,"CS_38"
"36",2.07008402434408,46.7096776927419,1253.40465234403,"CS_39"
"37",2.16016604241575,47.2894629561073,1235.82464514143,"CS_40"
"38",1.79397859903581,45.4093232021443,1292.83357654426,"CS_41"
"39",2.32557289880839,47.2606083265945,1841.90140239976,"CS_42"
"40",0.657756503852548,46.4476365918003,1261.35021933216,"CS_43"
"41",1.0777882131293,45.9870524675989,1275.31583909793,"CS_44"
"42",1.78990143301418,46.4000279017518,1262.79377496787,"CS_45"
"43",0.930729619468626,47.1684918474539,1239.49262094602,"CS_46"
"44",0.892820401174889,46.7593917992555,1251.89729119358,"CS_47"
"45",1.39791952663571,45.9256238902459,1277.17845825628,"CS_48"
"46",1.28415523191479,46.520972373281,1899.03452748006,"CS_49"
"47",0.709682787867631,47.1540199299189,1220.97152226111,"CS_50"
"48",1.31497994007907,45.4756001653769,1290.82391545213,"CS_51"
"49",1.62775459247914,45.8597802753372,1279.17499233951,"CS_52"
"50",1.88626290535948,46.1508653653504,1270.34882085731,"CS_53"
"51",1.55536854744365,47.0550267553737,1350.93505529912,"CS_54"
"52",0.49687112212462,47.2344471891312,1218.5328057737,"CS_55"
"53",0.188488976636233,46.6535081734741,1236.14790829455,"CS_56"
"54",0.192328111174782,46.6901455880265,1521.20699815764,"CS_57"
"55",0.46842006297153,46.9925196603623,1512.03852650466,"CS_58"
"56",1.01634746928733,48.159376649069,1796.62826902795,"CS_59"
"57",0.62347456365369,47.0082376314532,1511.56192397845,"CS_61"
"58",0.513109532095588,47.0844282164674,1242.04163027243,"CS_62"
"59",0.57565497492744,46.6740310657472,1254.48554586597,"CS_63"
"60",0.725764486931862,NA,NA,"CS_64"
"61",0.513195627529611,46.5998259526224,1256.73561967155,"CS_65"
"62",0.888216598915465,47.5480848272641,1442.0998011959,"CS_66"
"63",1.18468483986114,48.056345536106,1301.70500743175,"CS_67"
"64",0.739023942432281,47.2747422003242,1217.31103065472,"CS_68"
"65",1.38225047802168,47.4703165231729,1211.38087045665,"CS_69"
"66",1.06916142474159,48.6416621204253,1785.3237648006,"CS_70"
"67",0.977366596649531,47.5922350892188,1346.05272588748,"CS_71"
